aaaa=1,啊啊啊啊
xtpm=1,雪片
xtpn=1,雪飘
xtpo=1,血泊
xtpt=1,系统平台
xtpv=1,系统配置
xtpx=1,系统培训
xtpy=1,西太平洋
xtqb=1,血亲
xtqb=2,学琴
xtqi=1,学期
xtqi=2,血气
xtqj=1,西天取经
xtqk=1,血清
xtqk=2,雪青
xtql=1,协调起来
xtqm=1,学前
xtqm=2,系统全面
xtqn=1,雪橇
xtqp=1,雪茄
xtqq=1,雪球
xtqq=3,血球
xtqu=1,学区
xtqx=1,乡土气息
xtre=1,血热
xtrf=1,雪人
xtrj=1,血染
xtrj=2,系统软件
xtrn=1,削铁如泥
xtro=1,削弱
xtrq=1,系统日期
xtrs=1,雪融
xtrs=2,雪绒
xtrz=1,血肉
xtsa=1,血洒
xtse=1,血色
xtsi=1,血丝
xtss=1,雪松
xtth=1,血糖
xtth=2,学堂
xttm=1,雪天
xttn=1,血条
xtts=1,血统
xtts=2,学童
xttu=1,学徒
xttz=1,噱头
xtue=1,学社
xtuf=1,学神
xtuf=2,雪深
xtug=1,学生
xtuh=1,相谈甚欢
xtuh=2,心态失衡
xtui=1,学识
xtui=2,学士
xtuj=1,雪山
xtuj=2,系统时间
xtum=1,系统说明
xtuo=1,学说
xtuo=2,学硕
xtur=1,血栓
xtuu=1,学术
xtuu=2,血书
xtuv=1,血水
xtuv=2,雪水
xtuz=1,血手
xtva=1,学渣
xtvd=1,血债
xtve=1,学者
xtve=2,学着
xtvh=1,学长
xtvh=2,雪仗
xtvi=1,血脂
xtvj=1,血战
xtvl=1,心态炸了
xtvr=1,血赚
xtvs=1,雪中
xtvs=2,血肿
xtwf=1,学问
xtwf=2,学文
xtwh=1,血旺
xtwj=1,学完
xtwl=1,雄韬伟略
xtwu=1,血污
xtwu=2,学武
xtww=1,学位
xtww=2,穴位
xtxb=1,闲庭信步
xtxd=1,谢天谢地
xtxf=1,系统修复
xtxf=2,小摊小贩
xtxi=1,学习
xtxi=2,血洗
xtxk=1,血腥
xtxk=2,血型
xtxl=1,先天下之忧而忧，后天下之乐而乐
xtxm=1,小偷小摸
xtxn=1,学校
xtxn=2,系统性能
xtxp=1,学些
xtxp=2,雪鞋
xtxs=1,血胸
xtxt=1,学学
xtxu=1,形同虚设
xtxu=2,血条消失术
xtxy=1,先天下之忧而忧
xtya=1,血压
xtyb=1,血印
xtyd=1,心头一动
xtye=1,血液
xtye=2,学业
xtyh=1,血样
xtyh=2,学养
xtyi=1,学艺
xtyi=2,学医
xtyk=1,血影
xtyq=1,新添雨跟打器
xtyr=1,学院
xtyr=2,学员
xtyr=3,血缘
xtys=1,稀土元素
xtyt=1,血月
xtyt=2,心头一跳
xtyu=1,雪域
xtyu=2,鳕鱼
xtyv=1,协调一致
xtyy=1,像他一样
xtyy=2,像她一样
xtyy=3,像它一样
xtyz=1,学友
xtzb=1,悉听尊便
xtzd=1,雪灾
xtzh=1,挟天子以令诸侯
xtzi=1,靴子
xtzi=2,血渍
xtzo=1,学做
xtzu=1,血族
xtzv=1,协同作战
xtzy=1,协同作用
xtzy=2,系统资源
xtzz=1,小兔崽子
xuaj=1,刑事案件
xuan=1,须按
xuba=1,心神不安
xubc=1,虚报
xubc=4,续保
xubd=1,心神不定
xubd=2,学术不端
xubd=3,瞎说八道
xubf=1,信赏必罚
xubg=1,学术报告
xubh=1,新手保护
xubi=1,显示不出
xubj=1,消失不见
xubj=2,携手并进
xubl=1,欣赏不来
xubl=2,显示不了
xubm=1,续编
xubn=1,心神不宁
xubn=2,西双版纳
xubp=1,叙别
xubq=1,消受不起
xubq=2,新手保护期
xubr=1,形势逼人
xubu=1,徐步
xubu=2,先手必胜
xubv=1,心术不正
xubw=1,续杯
xubw=2,西蜀霸王
xubx=1,还是不行
xuby=1,先手必赢
xuby=2,信守不渝
xuci=1,虚词
xuci=2,虚辞
xuci=3,新手村教程
xucu=1,形式参数
xucx=1,限时促销
xucx=2,新手村教学
xudc=1,絮叨
xudd=1,信誓旦旦
xudf=1,蓄势待发
xudg=1,小说大纲
xudh=1,形势大好
xudh=2,小数点后
xudj=1,消失殆尽
xudj=2,新神登基
xudj=3,学术妲己
xudk=1,续订
xudl=1,新手大礼
xudn=1,续貂
xudo=1,许多
xudr=1,先声夺人
xudr=2,续断
xudu=1,虚度
xudu=2,想说的是
xudv=1,兴师动众
xudw=1,下属单位
xudy=1,形式多样
xudy=2,先生大义
xuef=1,蓄势而发
xueu=1,凶神恶煞
xuex=1,相视而笑
xufa=1,须发
xufa=2,蓄发
xufe=1,销售份额
xufh=1,需方
xufh=2,雪山飞狐
xufj=1,絮烦
xufl=1,刑事法律
xufm=1,小试锋芒
xuft=1,刑事法庭
xufu=1,虚浮
xufv=2,形势发展
xufw=1,续费
xufw=2,学术氛围
xufz=2,刑事犯罪
xugb=1,学生干部
xugc=1,虚高
xugd=1,下水管道
xugf=1,须根
xugh=1,悉数归还
xugk=1,心生感慨
xugl=1,旭光
xugm=1,行事诡秘
xugx=1,絮聒
xugy=1,学生公寓
xugz=1,虚构
xuhc=1,序号
xuhc=2,虚耗
xuhd=1,小事化大
xuhh=1,续航
xuhh=2,心神恍惚
xuhi=1,厢式货车
xuhj=1,虚汗
xuhj=2,虚寒
xuhj=3,虚焊
xuhk=1,虚怀
xuhl=1,虚晃
xuhl=2,小事化了
xuhl=3,徐晃
xuho=1,虚火
xuhr=1,虚幻
xuhs=1,蓄洪
xuht=1,销售合同
xuhu=1,斜升函数
xuhv=1,学生会长
xuhx=1,虚化
xuhx=2,叙话
xuhx=3,学生会主席
xuhy=1,心神合一
xuhy=2,学术会议
xuhy=3,许婚
xuib=2,兴衰成败
xuif=1,刑事处罚
xuih=1,许昌
xuii=1,盱眙
xuii=2,心事重重
xuij=1,畜产
xuij=2,学术成就
xuil=2,细水长流
xuil=3,显示出了
xuin=1,信守承诺
xuip=1,先上车后补票
xuir=1,续传
xuiu=1,许褚
xuiv=1,小生产者
xuix=1,携手出线
xujb=1,形神兼备
xujb=2,先射箭，后画靶
xujb=3,先射箭后画靶
xujd=1,行善积德
xuje=1,销售金额
xuji=1,续集
xuji=2,蓄积
xuji=3,新手教程
xujj=1,协商解决
xujk=1,虚惊
xujk=2,需经
xujl=1,学术交流
xujm=1,形神俱灭
xujn=1,需交
xujp=1,续借
xujq=1,许久
xujq=2,酗酒
xujq=3,叙旧
xujr=1,向上兼容
xuju=1,雪上加霜
xujv=1,宣誓就职
xujx=1,虚假
xujx=2,新手教学
xujy=1,心生惧意
xuke=1,许可
xukh=1,销售客户
xukj=1,须看
xukn=1,现实可能
xuks=1,虚空
xuku=1,肖申克的救赎
xukw=1,学术刊物
xukx=1,虚夸
xulb=1,新手礼包
xuld=1,徐来
xuli=1,蓄力
xuli=2,畜力
xuli=3,现实落差
xulj=1,学术垃圾
xulk=1,虚灵
xull=2,小时了了
xull=3,喜事连连
xulp=1,序列
xulr=1,销售利润
xult=1,学术论坛
xulu=1,显山露水
xulw=1,学术论文
xuly=1,绪论
xuly=2,序论
xuma=1,徐码
xumf=1,限时免费
xumi=1,须弥
xumj=1,蓄满
xumj=2,欣赏美景
xumj=3,消声灭迹
xumk=1,虚名
xumk=2,续命
xumu=1,序幕
xumu=2,畜牧
xumu=3,喜上眉梢
xumu=4,限时秒杀
xumw=1,须眉
xumz=1,蓄谋
xunc=2,显示内存
xund=1,小试牛刀
xung=1,蓄能
xuni=1,虚拟
xunj=1,销声匿迹
xunk=1,絮凝
xunl=1,信手拈来
xunl=2,徐娘
xuno=1,许诺
xunr=1,息事宁人
xunv=1,小说女主
xunv=2,小说男主
xuny=1,信守诺言
xuod=1,小声说道
xupb=1,续聘
xupg=1,袖手旁观
xuph=1,虚胖
xuph=2,销售排行
xupk=1,小睡片刻
xupm=1,续篇
xupr=1,羡煞旁人
xupt=1,销售平台
xupw=1,许配
xupx=2,学生培训
xuqd=1,销售渠道
xuqd=2,西沙群岛
xuqd=3,下手轻点
xuqg=1,限时抢购
xuqi=1,续期
xuqm=1,续签
xuqq=1,需求
xuqu=1,序曲
xuqv=1,向上取整
xuqx=1,携手前行
xurc=1,现实如此
xuri=1,旭日
xurj=2,惜时如金
xuro=1,虚弱
xurq=1,显示日期
xurs=1,虚荣
xurt=1,项上人头
xurw=1,新手任务
xurx=1,学生入学
xury=1,销售人员
xusp=1,形势所迫
xuss=1,刑事诉讼
xuss=2,许嵩
xuss=3,学术搜索
xusu=1,学生宿舍
xusv=1,虚岁
xusx=1,学术思想
xusy=1,虚损
xutc=2,絮叨
xuth=1,限时特惠
xuth=2,悉数退回
xutj=1,叙谈
xutl=1,学术讨论
xuto=1,虚脱
xutt=1,学术团体
xutu=1,徐图
xutw=1,相识太晚
xuud=1,学生时代
xuud=2,小声说道
xuue=1,虚设
xuuf=1,现身说法
xuuf=2,吸收水分
xuug=1,嘘声
xuuh=1,现实生活
xuui=1,虚实
xuui=2,叙事
xuuj=1,现实世界
xuuj=2,恤衫
xuuj=3,显示数据
xuul=1,新手上路
xuuo=1,叙说
xuup=1,学术水平
xuut=1,学生社团
xuut=2,学生食堂
xuut=3,性少数群体
xuuu=1,叙述
xuuu=2,虚数
xuuv=1,蓄水
xuuw=1,新生事物
xuuy=1,笑书神侠倚碧鸳
xuuz=1,学生守则
xuva=1,吸收障碍
xuvb=1,稀世珍宝
xuvb=2,新手装备
xuvb=3,销售指标
xuvc=1,稀世之才
xuvg=1,虚症
xuvh=1,序章
xuvi=1,须知
xuvi=2,许之
xuvk=1,限时折扣
xuvl=1,絮状
xuvm=1,学术争鸣
xuvp=2,稀世珍品
xuvq=2,行使职权
xuvr=1,续传
xuvs=1,续重
xuvu=1,虚竹
xuvv=1,稀世之珍
xuvv=2,学术专著
xuvx=1,销售中心
xuvy=1,形式主义
xuvy=2,现实主义
xuvy=3,销售专员
xuvz=1,徐州
xuwd=1,销售网点
xuwf=1,序文
xuwf=2,徐闻
xuwh=1,虚妄
xuwj=1,续完
xuwl=1,销售网络
xuws=1,欣生恶死
xuwt=1,现实问题
xuwt=2,享受舞台
xuwu=1,虚无
xuww=1,虚伪
xuww=2,许巍
xuwy=1,相视无言
xuwz=1,兴师问罪
xuwz=2,消失无踪
xuxb=1,虚心
xuxb=2,许昕
xuxf=1,小商小贩
xuxi=1,嘘唏
xuxj=1,小手小脚
xuxk=1,相生相克
xuxl=1,虚像
xuxm=1,虚线
xuxm=2,许仙
xuxm=3,学生姓名
xuxp=1,续写
xuxp=2,叙写
xuxq=2,细声细气
xuxr=1,形势喜人
xuxt=1,喜上心头
xuxu=1,徐徐
xuxu=2,嘘嘘
xuxw=1,学士学位
xuxw=2,牺牲小我
xuxw=3,牺牲小我，成就大我
xuxx=1,许下
xuxx=2,线上线下
xuxy=1,细声细语
xuyb=1,学识渊博
xuyc=1,需要
xuyc=2,须要
xuyc=3,形势与政策
xuye=1,新生婴儿
xuyh=1,蓄养
xuyi=1,蓄意
xuyi=2,盱眙
xuyj=1,序言
xuyj=2,虚掩
xuyj=3,心生一计
xuyl=1,欣赏音乐
xuyl=2,血手幽灵
xuyp=1,嘘声一片
xuyr=1,许愿
xuys=1,需用
xuyt=1,续约
xuyu=1,须臾
xuyu=2,絮语
xuyv=1,协商一致
xuyv=2,小事一桩
xuyx=1,相视一笑
xuyx=2,修身养性
xuyy=1,现实意义
xuyz=1,须由
xuzc=1,虚造
xuzd=1,需在
xuzd=2,须在
xuzg=1,虚增
xuzh=1,享受在后
xuzi=1,须子
xuzj=1,牺牲自己
xuzj=2,销售总监
xuzj=3,小说作家
xuzj=4,学术造假
xuzm=1,洗刷罪名
xuzo=1,续作
xuzr=1,行尸走肉
xuzr=2,刑事责任
xuzu=1,续租
xuzw=1,夏熟作物
xuzx=1,绣十字绣
xuzy=1,学术自由
xvah=1,小众爱好
xvar=1,兴致盎然
xvax=1,心中暗喜
xvbb=1,兴致勃勃
xvbg=1,心织笔耕
xvbh=1,嚣张跋扈
xvbm=1,行政部门
xvbt=1,西装笔挺
xvbt=2,西装暴徒
xvbv=1,显著标志
xvbx=1,心照不宣
xvdd=1,血战到底
xvdl=1,限制登录
xvdl=2,下知地理
xvdl=3,悬着的心终于死了
xvdm=1,心知肚明
xvdn=1,心中大怒
xvdr=1,谐振电容
xvdv=1,侠之大者
xvdw=1,行政单位
xvdw=2,显著地位
xvdx=1,悬着的心
xvel=1,性质恶劣
xvfg=1,行政法规
xvfy=1,行政复议
xvgg=1,肖战哥哥
xvgl=1,西装革履
xvhj=1,先涨后降
xvhw=1,相知恨晚
xvhx=1,雪中悍刀行
xvhz=1,先斩后奏
xvif=1,行政处罚
xvif=2,行政处分
xvil=1,寻找出路
xvix=1,显著成效
xvjd=1,小中见大
xvjg=1,行政机关
xvjg=2,行政机构
xvjh=1,寻找机会
xvjq=1,心智健全
xvjs=1,新账旧账一起算
xvjy=1,宣传教育
xvkb=1,星之卡比
xvkk=1,心直口快
xvkl=1,下逐客令
xvld=1,西装领带
xvle=1,谢主隆恩
xvle=2,谢主龙恩
xvli=1,先兆流产
xvll=1,血债累累
xvll=2,笑着流泪
xvls=1,新账老账一起算
xvmd=1,限制名单
xvmg=1,闲着没事干
xvmj=1,细枝末节
xvml=1,细针密缕
xvmm=1,旋转木马
xvmu=1,闲着没事
xvmu=2,贤者模式
xvmv=1,细斟慢酌
xvpq=1,小猪佩奇
xvqh=1,行政区划
xvqq=1,兴致缺缺
xvqu=1,险中求胜
xvqx=1,行政区划
xvqy=1,乡镇企业
xvrm=1,仙之人兮列如麻
xvru=1,心止如水
xvrw=1,细致入微
xvry=1,行政人员
xvsr=1,兴致索然
xvst=1,雪中送炭
xvsv=1,兴之所至
xvsx=1,心中所想
xvsx=2,心之所向
xvtc=1,形状图层
xvtd=1,显著特点
xvtg=1,显著提高
xvth=1,下肢瘫痪
xvtj=1,下周同一时间
xvud=1,笑着说道
xvuj=1,限制时间
xvuj=2,贤者时间
xvuk=1,贤者时刻
xvum=1,心主神明
xvuu=1,虚张声势
xvvj=1,寻章摘句
xvvy=1,修正主义
xvvy=2,寻枝摘叶
xvwg=1,项庄舞剑意在沛公
xvwg=2,项庄舞剑，意在沛公
xvwj=1,项庄舞剑
xvwm=1,削职为民
xvwq=1,徙宅忘妻
xvwu=1,心中无数
xvwu=2,胸中无数
xvxh=1,血债血还
xvxi=1,血债血偿
xvxj=1,先知先觉
xvxk=1,行政许可
xvxl=1,笑着笑着就哭了
xvxm=1,心主血脉
xvxv=1,想着想着
xvyb=1,先这样吧
xvyd=1,心中一动
xvyg=1,心中有鬼
xvyk=1,笑逐颜开
xvyk=2,喜逐颜开
xvyk=3,心中有愧
xvyl=1,晓之以理
xvyl=2,先这样了
xvyn=1,行之有年
xvyq=1,小酌怡情
xvyr=1,心中一热
xvyt=1,心中一痛
xvyt=2,心中一跳
xvyu=1,心中有数
xvyu=2,胸中有数
xvyv=1,闲着也是闲着
xvyx=1,行之有效
xvyx=2,玄之又玄
xvyy=1,象征意义
xvzj=1,小镇做题家
xvzw=1,行止坐卧
xwar=1,兴味盎然
xwbd=1,新闻报道
xwbd=2,希望不大
xwbd=3,行为不端
xwbi=1,新闻部长
xwbk=1,下午崩溃
xwbt=1,新闻标题
xwbv=1,行为标准
xwct=1,下无寸土
xwda=1,幸无大碍
xwdb=1,纤维蛋白
xwdd=1,希望得到
xwdj=1,希望大家
xwdm=1,胸无点墨
xwdt=1,新闻动态
xwdv=1,胸无大志
xwdw=1,新闻单位
xwex=1,心无二想
xwey=1,心无二用
xwey=2,心无二意
xwfb=1,新闻发布
xwfd=1,兴旺发达
xwfh=1,新闻发布会
xwfr=1,新闻发言人
xwfu=1,行为方式
xwfw=1,新闻服务
xwga=1,心无挂碍
xwgb=1,新闻公报
xwgb=2,新闻广播
xwgf=1,行为规范
xwgg=1,行为古怪
xwgg=2,新闻公告
xwgi=1,希望工程
xwgj=1,新闻稿件
xwgv=1,新闻工作者
xwgv=2,行为乖张
xwgz=1,新闻工作
xwhd=1,校外活动
xwhd=2,新文化运动
xwhn=1,先外后内
xwhp=1,向往和平
xwhv=1,秀外慧中
xwib=1,新闻出版
xwib=2,细微差别
xwif=1,胸无城府
xwim=1,新闻传媒
xwiu=1,行伍出身
xwiw=1,希望成为
xwix=1,希望出现
xwiy=1,像往常一样
xwjb=1,辛温解表
xwjg=1,新闻机构
xwjh=1,相忘江湖
xwjm=1,新闻节目
xwjv=1,新闻记者
xwjv=2,行为举止
xwjw=1,小巫见大巫
xwkd=1,希望看到
xwlb=1,新闻联播
xwlj=1,喜闻乐见
xwll=1,行万里路
xwlw=1,学位论文
xwmc=1,信我没错
xwmg=1,腥味猫罐
xwmi=1,相位猛冲
xwmj=1,细微末节
xwmj=2,新闻媒介
xwmm=1,希望渺茫
xwmr=1,漩涡鸣人
xwmt=1,新闻媒体
xwmu=1,行为模式
xwnl=1,行为能力
xwny=1,像我那样
xwpb=1,香味扑鼻
xwpd=1,新闻频道
xwph=1,新闻排行
xwpl=1,新闻评论
xwpm=1,虚无缥缈
xwpw=1,心无旁骛
xwpx=1,新闻评选
xwqu=1,寻物启事
xwqx=1,行为倾向
xwrc=1,希望如此
xwru=1,希望人没事
xwrv=1,鲜为人知
xwrw=1,新闻人物
xwrx=1,新闻热线
xwsr=1,兴味索然
xwsy=1,香味四溢
xwtd=1,下位替代
xwui=1,心往神驰
xwuj=1,县委书记
xwuy=1,新闻事业
xwvg=1,雄伟壮观
xwvj=1,学无止境
xwvl=1,雄伟壮丽
xwvr=1,习武之人
xwvu=1,学位证书
xwvx=1,新闻中心
xwvy=1,像我这样
xwvy=2,虚无主义
xwvy=3,弦外之音
xwvz=1,行为准则
xwwk=1,霞鹜文楷
xwww=1,心外无物
xwxg=1,行为习惯
xwxi=1,新闻宣传
xwxs=1,衔尾相随
xwxt=1,臭味相投
xwxx=1,希望小学
xwxy=1,新闻学院
xwxy=2,相偎相依
xwyd=1,虚位以待
xwyd=2,夏威夷岛
xwyh=1,相忘于江湖
xwyj=1,向往已久
xwyl=1,新闻舆论
xwyt=1,吓我一跳
xwyu=1,行为艺术
xwyw=1,想问一问
xwyx=1,想问一下
xwyx=2,心往一处想
xwyy=1,像我一样
xwzl=1,新闻资料
xwzl=2,炫我嘴里
xwzn=1,心无杂念
xwzy=1,新闻自由
xxai=1,狭隘
xxal=1,小兴安岭
xxan=1,瞎按
xxaq=1,信息安全
xxba=1,下巴
xxbb=1,雄心勃勃
xxbb=2,修修补补
xxbd=1,下摆
xxbd=2,瞎掰
xxbd=3,想象不到
xxbf=1,想想办法
xxbg=1,刑讯逼供
xxbh=1,休息不好
xxbh=2,学习不好
xxbh=3,笑笑不说话
xxbi=1,下笔
xxbi=2,想象不出
xxbj=1,下班
xxbj=2,下半
xxbl=1,凶相毕露
xxbl=2,血腥暴力
xxbl=3,下血本了
xxbm=1,下边
xxbm=2,瞎编
xxbn=1,下标
xxbn=2,心绪不宁
xxbn=3,下表
xxbo=1,下播
xxbo=2,下拨
xxbp=1,信心爆棚
xxbs=1,消息闭塞
xxbu=1,下部
xxbu=2,下步
xxbu=3,信息不实
xxbv=1,现行标准
xxbv=2,絮絮不止
xxbv=3,孝心变质
xxbw=1,下辈
xxbx=1,心系百姓
xxbx=2,学习不行
xxby=1,唏嘘不已
xxby=2,小学毕业
xxbz=1,信心倍增
xxbz=2,信心不足
xxcc=1,小溪淙淙
xxcd=1,瞎猜
xxce=1,下策
xxce=2,下册
xxcg=1,下层
xxci=1,下次
xxci=2,瑕疵
xxco=1,下挫
xxcu=1,心系苍生
xxda=1,下达
xxdc=1,吓到
xxdc=2,吓倒
xxdd=1,吓呆
xxdd=2,许许多多
xxdd=3,絮絮叨叨
xxdd=4,星星点点
xxde=1,吓得
xxdf=1,吸星大法
xxdg=1,下等
xxdg=2,心下嘀咕
xxdh=1,熊熊大火
xxdi=1,下地
xxdi=2,辖地
xxdj=1,下单
xxdj=2,下蛋
xxdj=3,谢谢大家
xxdk=1,下定
xxdl=1,细细道来
xxdn=1,嬉笑打闹
xxdp=1,下跌
xxdr=1,下端
xxdr=2,下段
xxdu=1,下毒
xxdu=2,线性代数
xxdv=1,馨香祷祝
xxdy=1,下蹲
xxdy=2,下顿
xxdz=1,信心大增
xxee=1,下颚
xxer=1,遐迩
xxex=1,相向而行
xxfa=1,下发
xxfb=1,信息发布
xxff=1,学习方法
xxfg=1,下风
xxfg=2,狭缝
xxfh=1,下方
xxfh=2,下放
xxfi=1,线性方程
xxfj=1,下凡
xxfj=2,下饭
xxfk=1,信息反馈
xxfs=1,西西弗斯
xxfu=1,下浮
xxfu=2,下腹
xxfw=1,霞飞
xxfw=2,信息服务
xxfx=1,详细分析
xxfx=2,线性分析
xxgb=1,心血管病
xxgc=1,瞎搞
xxgd=1,瞎改
xxge=1,下个
xxgg=1,夏耕
xxgh=1,下岗
xxgh=2,线性规划
xxgi=1,信息工程
xxgj=1,瞎干
xxgj=2,下疳
xxgk=1,信息公开
xxgl=1,霞光
xxgl=2,瞎逛
xxgl=3,信息管理
xxgl=4,形销骨立
xxgm=1,洗心革面
xxgo=1,下锅
xxgo=2,下过
xxgr=1,下官
xxgr=2,下关
xxgs=1,下工
xxgt=1,先行告退
xxgt=2,信息沟通
xxgu=1,峡谷
xxgu=2,谢谢观赏
xxgv=1,下跪
xxgw=1,谢谢各位
xxgx=1,线性关系
xxgy=1,下下个月
xxgz=1,学习工作
xxhb=1,先息后本
xxhd=1,下海
xxhe=1,下颌
xxhg=1,谢谢惠顾
xxhh=1,下行
xxhh=2,嘻嘻哈哈
xxhh=3,细心呵护
xxhj=1,学习环境
xxhk=1,吓坏
xxho=1,瞎火
xxho=2,下火
xxhu=1,吓唬
xxhu=2,险象环生
xxhv=1,下回
xxhv=2,小心火烛
xxhx=1,下滑
xxhx=2,下划
xxhy=1,瞎混
xxhy=3,吓昏
xxhy=4,新兴行业
xxhz=1,夏侯
xxhz=2,谢谢合作
xxib=1,血吸虫病
xxib=2,学习成本
xxic=1,夏朝
xxid=1,信息传递
xxid=2,小心触电
xxie=1,下车
xxie=2,瞎扯
xxif=1,下沉
xxif=2,相习成风
xxig=1,下乘
xxig=2,下城
xxih=1,下场
xxih=2,狭长
xxij=1,学习成绩
xxil=1,下床
xxil=2,新鲜出炉
xxir=1,下船
xxis=1,夏虫
xxis=2,休闲场所
xxiu=1,下厨
xxiu=2,下处
xxiv=1,下垂
xxiv=2,瞎吹
xxix=1,信息查询
xxiy=1,下唇
xxiy=2,信息产业
xxjb=1,学习进步
xxjd=1,详细交代
xxjf=1,信息茧房
xxjf=2,学校机房
xxjh=1,细心教诲
xxji=1,夏季
xxji=2,下级
xxji=3,相形见绌
xxjj=1,循序渐进
xxjj=2,心血洁净
xxjk=1,下井
xxjl=1,下降
xxjl=2,消息记录
xxjm=1,下贱
xxjn=1,下脚
xxjn=2,虾饺
xxjp=1,下届
xxjp=2,下界
xxjq=1,下酒
xxjq=2,学习技巧
xxjr=1,下卷
xxjr=2,向下兼容
xxjs=1,雄性激素
xxju=1,下句
xxju=2,下局
xxju=3,小心谨慎
xxju=4,信息技术
xxjv=1,相形见拙
xxjx=1,下架
xxjx=2,下嫁
xxjy=1,小学教育
xxjz=1,详细记载
xxke=1,下课
xxke=2,侠客
xxkg=1,心胸宽广
xxkh=1,下炕
xxki=1,详细考查
xxkj=1,瞎侃
xxkj=2,谢谢夸奖
xxkk=1,辛辛苦苦
xxkk=2,心胸开阔
xxkm=1,选修科目
xxkq=1,新鲜空气
xxkr=1,夏款
xxkr=2,修行靠个人
xxkr=3,下款
xxku=1,吓哭
xxkx=1,相信科学
xxkx=2,信息科学
xxkz=1,下口
xxkz=2,峡口
xxla=1,下拉
xxlb=1,消息列表
xxlb=2,谢谢老板
xxlb=3,下下礼拜
xxld=1,下来
xxld=2,学校领导
xxle=1,下了
xxle=2,瞎了
xxlf=1,想象力丰富
xxlh=1,熊熊烈火
xxli=1,心血来潮
xxli=2,夏利
xxli=3,下力
xxlj=1,谢谢理解
xxlk=1,下令
xxlk=2,先行离开
xxll=1,鲜血淋漓
xxll=2,稀稀拉拉
xxll=3,淅淅沥沥
xxlm=1,下联
xxln=1,瞎聊
xxln=2,下料
xxlo=1,下落
xxlp=1,下列
xxlp=2,遐想联翩
xxlq=1,下流
xxlt=1,消息灵通
xxlt=2,欷歔流涕
xxlu=1,下路
xxlu=2,狭路
xxlv=1,侠侣
xxly=1,下轮
xxly=2,消息来源
xxlz=1,下楼
xxma=1,下马
xxma=2,虾蟆
xxmc=1,瞎猫
xxmc=2,小心没大错
xxmd=1,信息密度
xxmd=2,线性马达
xxmd=3,胸腺嘧啶
xxmf=1,厦门
xxmg=1,瞎蒙
xxmg=2,吓蒙
xxmh=1,瞎忙
xxmi=1,虾米
xxmm=1,下面
xxmm=2,寻寻觅觅
xxmm=3,信心满满
xxmo=1,夏末
xxmo=2,瞎摸
xxmu=1,详细描述
xxmu=2,休闲模式
xxmy=1,小学没毕业
xxnc=1,瞎闹
xxnd=1,下奶
xxnj=1,小小年纪
xxnl=1,学习能力
xxnm=1,嬉笑怒骂
xxnn=1,吓尿
xxnn=2,心心念念
xxnr=1,详细内容
xxns=1,瞎弄
xxnt=1,辛辛那提
xxnu=1,寻衅闹事
xxnv=1,侠女
xxnw=1,辖内
xxny=1,许下诺言
xxpa=1,吓怕
xxpb=1,下品
xxpb=2,下聘
xxpc=1,吓跑
xxpc=2,瞎跑
xxpd=1,下排
xxpd=2,下派
xxpg=1,瞎碰
xxpi=1,虾皮
xxpi=2,细细品尝
xxpj=1,下盘
xxpk=1,休息片刻
xxpl=1,信息披露
xxpm=1,下篇
xxpm=2,下片
xxpo=1,下坡
xxpu=1,下铺
xxpw=1,霞帔
xxpw=2,细细品味
xxpx=1,学习培训
xxqd=1,消息渠道
xxqf=1,小心轻放
xxqf=2,享享清福
xxqi=1,下棋
xxqi=2,下期
xxqm=1,下潜
xxqn=1,下桥
xxqq=1,夏秋
xxqq=2,虾球
xxqu=1,下去
xxqu=2,辖区
xxqv=1,形象气质
xxqv=2,向下取整
xxqw=1,细嗅蔷薇
xxqx=1,学习曲线
xxqx=2,宣泄情绪
xxrf=1,吓人
xxrf=2,虾仁
xxrf=3,心细如发
xxri=1,夏日
xxrk=1,欣喜若狂
xxrn=1,选贤任能
xxrr=1,熙熙攘攘
xxrr=2,香香软软
xxru=1,栩栩如生
xxru=2,熊熊燃烧
xxsi=1,吓死
xxsi=2,遐思
xxss=1,形形色色
xxss=2,潇潇洒洒
xxsw=1,形象思维
xxta=1,下榻
xxtc=1,下套
xxtd=1,下台
xxti=1,下体
xxtj=1,下探
xxtm=1,夏天
xxtm=2,下田
xxtn=1,下调
xxtn=3,虾条
xxtp=2,下帖
xxtq=1,虚心听取
xxts=1,下同
xxtt=1,絮絮叨叨
xxtt=2,香香甜甜
xxtu=1,下图
xxtu=2,血腥屠杀
xxtv=1,吓退
xxtv=2,徐徐图之
xxtx=1,小学同学
xxtx=2,心系天下
xxtz=1,下头
xxua=1,吓傻
xxub=1,洗洗睡吧
xxud=1,形象生动
xxue=1,下设
xxuf=1,下身
xxug=1,闲暇时光
xxuh=1,夏商
xxuh=2,学习生活
xxui=1,下士
xxui=2,心想事成
xxui=3,侠士
xxui=4,小心驶得万年船
xxuj=1,下山
xxuj=2,闲暇时间
xxul=1,洗洗睡了
xxum=1,详细说明
xxuo=1,瞎说
xxuq=1,先下手为强
xxus=1,相形失色
xxuu=1,下属
xxuu=2,下述
xxuu=3,虚虚实实
xxuu=4,稀稀疏疏
xxuv=1,下水
xxuw=1,新鲜事物
xxuw=2,新兴事物
xxuy=1,循循善诱
xxuy=2,学习使用
xxuz=1,下手
xxuz=2,信心十足
xxvb=1,宵小之辈
xxvc=1,下诏
