code	has_two	has_four	two_count	four_count	two_top_rank	four_top_rank	two_words	four_words
cblb	0	1	0	1		13860		财不露白
fhyf	0	1	0	1		13861		凤凰于飞
gdhl	0	1	0	1		13862		公道合理
qvly	0	1	0	1		13865		青枝绿叶
sfzx	0	1	0	1		13866		是非之心
swld	0	1	0	1		13867		首尾两端
wdvy	0	1	0	2		13868		问鼎中原 五斗折腰
yssx	0	1	0	1		13869		以身试险
bvqk	0	1	0	1		13870		不知其可
ldlh	0	1	0	1		13872		六道轮回
sbzx	0	1	0	1		13873		死不足惜
ypbx	0	1	0	1		13874		一片冰心
zbcm	0	1	0	1		13875		足不出门
gzzx	0	1	0	1		13876		贵在知心
lvvn	0	1	0	1		13878		笼中之鸟
mbwy	0	1	0	1		13879		民胞物与
nmuj	0	1	0	1		13880		驽马十驾
ushh	0	1	0	1		13881		神思恍惚
xnbl	0	1	0	1		13882		徐娘半老
zwuj	0	1	0	1		13884		走为上计
bzys	0	1	0	1		13885		不值一哂
ccub	0	1	0	1		13886		草草收兵
dyvs	0	1	0	1		13887		得意之色
fffy	0	1	0	1		13888		芬芳馥郁
jguz	0	1	0	1		13889		将功赎罪
wjcw	0	1	0	1		13891		危急存亡
diqh	0	1	0	1		13892		洞察秋毫
lhxv	0	1	0	1		13893		两虎相争
mtkj	0	1	0	1		13894		漫天开价
vvqy	0	1	0	1		13896		只知其一
xjhj	0	1	0	1		13897		相煎何急
ywbz	0	1	0	1		13898		一物不知
lgqj	0	1	0	1		13900		六根清净
qyhm	0	1	0	1		13901		轻于鸿毛
slcj	0	1	0	1		13902		诗礼传家
wczh	0	1	0	1		13903		无从置喙
jdeq	0	1	0	1		13906		崛地而起
xfcy	0	1	0	1		13907		晓风残月
bmbv	0	1	0	1		13908		不蔓不枝
bqwd	0	1	0	1		13909		不求闻达
sszd	0	1	0	1		13911		首善之地
ujhh	0	1	0	1		13912		杀鸡骇猴
xrsc	0	1	0	1		13913		血染沙场
ypht	0	1	0	1		13914		一抔黄土
fskd	0	1	0	1		13916		逢山开道
jhxg	0	1	0	1		13917		积毁销骨
qdhj	0	1	0	1		13918		青灯黄卷
sfbz	0	1	0	1		13919		所费不赀
syju	0	1	0	1		13920		缩衣节食
vwmb	0	1	0	1		13921		真伪莫辨
fzbj	0	1	0	1		13923		放纵不羁
jdwm	0	1	0	1		13924		借贷无门
shzj	0	1	0	1		13926		倏忽之间
tzgy	0	1	0	1		13927		铁嘴钢牙
wcfl	0	1	0	1		13928		文采风流
wlwz	0	1	0	1		13929		五里雾中
yxyp	0	1	0	1		13931		一笑一颦
bbjx	0	1	0	1		13933		不避艰险
fmzb	0	1	0	1		13934		父母之邦
glcs	0	1	0	1		13935		过路财神
hhuu	0	1	0	1		13936		恒河沙数
imtx	0	1	0	1		13937		驰名天下
jrpy	0	1	0	1		13938		酒肉朋友
sqlj	0	1	0	1		13940		三拳两脚
yfru	0	1	0	1		13942		亦复如是
yswg	0	1	0	1		13943		以守为攻
bytd	0	1	0	1		13944		别有天地
jdrt	0	1	0	1		13945		进道若退
jjvu	0	1	0	1		13946		掎角之势
kuqc	0	1	0	1		13947		旷世奇才
qnyr	0	1	0	1		13949		迁怒于人
sybj	0	1	0	1		13950		岁月不居
xszb	0	1	0	1		13951		稀世之宝
yqyj	0	1	0	1		13952		寓情于景
abbu	0	1	0	1		13953		哀兵必胜
bcxy	0	1	0	1		13954		别出新意
dyxg	0	1	0	1		13955		东游西逛
jscq	0	1	0	1		13956		酒色财气
khwb	0	1	0	1		13957		苦海无边
lkjj	0	1	0	1		13958		临渴掘井
svbh	0	1	0	1		13959		四肢百骸
trgs	0	1	0	1		13960		痛入骨髓
wjri	0	1	0	1		13961		位极人臣
yrsx	0	1	0	1		13963		一日三省
yvmg	0	1	0	1		13964		仰之弥高
fywb	0	1	0	1		13965		风月无边
jjlj	0	1	0	1		13966		剑及履及
kmyd	0	1	0	1		13967		开门揖盗
nyyx	0	1	0	1		13968		囊萤映雪
rqst	0	1	0	1		13969		人情世态
ygkj	0	1	0	1		13971		油光可鉴
dfyl	0	1	0	1		13974		大发议论
iydc	0	1	0	1		13975		沉郁顿挫
qjyn	0	1	0	1		13976		千金一诺
wrzj	0	1	0	1		13977		为人作嫁
yylr	0	1	0	1		13978		余音缭绕
acrm	0	1	0	1		13979		爱财如命
adum	0	1	0	1		13980		挨打受骂
bczy	0	1	0	1		13981		不测之忧
bhmb	0	1	0	1		13982		笔酣墨饱
bszh	0	1	0	1		13984		百岁之后
bwcs	0	1	0	1		13985		兵无常势
dyxd	0	1	0	1		13986		东游西荡
dzix	0	1	0	1		13987		顿足捶胸
dzzz	0	1	0	1		13988		大中至正
eyfm	0	1	0	1		13989		恩怨分明
gbvj	0	1	0	1		13991		管鲍之交
grls	0	1	0	1		13992		骨肉离散
leby	0	1	0	1		13993		乐而不淫
ucvd	0	1	0	1		13995		生财之道
yxpb	0	1	0	1		13997		异香扑鼻
zzze	0	1	0	1		13998		再造之恩
bkry	0	1	0	1		13999		宾客如云
djtx	0	1	0	1		14000		杜鹃啼血
dzzy	0	1	0	1		14001		对症之药
imlx	0	1	0	1		14003		程门立雪
uxvj	0	1	0	1		14004		瞬息之间
xjxu	0	1	0	1		14005		相机行事
zijv	0	1	0	1		14006		自出机杼
zwcx	0	1	0	1		14007		自我吹嘘
dxfv	0	1	0	1		14009		断线风筝
fsdj	0	1	0	1		14010		富商大贾
muod	0	1	0	1		14012		妙手偶得
psmz	0	1	0	1		14013		蓬生麻中
rqwq	0	1	0	1		14014		人弃我取
sslh	0	1	0	1		14015		三十六行
szcm	0	1	0	1		14016		竖子成名
umsu	0	1	0	1		14018		十目所视
vgtb	0	1	0	1		14019		周公吐哺
wfny	0	1	0	1		14020		外方内圆
ybms	0	1	0	1		14021		一笔抹杀
zemz	0	1	0	1		14022		诸恶莫作
zlzs	0	1	0	1		14023		芝兰之室
zxcg	0	1	0	1		14024		钻心刺骨
flel	0	1	0	1		14025		焚林而猎
fxcy	0	1	0	1		14026		风行草偃
jibl	0	1	0	1		14027		急赤白脸
lufq	0	1	0	1		14028		露水夫妻
mheg	0	1	0	1		14029		沐猴而冠
rjts	0	1	0	1		14031		人间天上
uued	0	1	0	1		14032		顺时而动
uuwg	0	1	0	1		14033		舍身为国
wfql	0	1	0	1		14034		无风起浪
wgnr	0	1	0	1		14035		外刚内柔
wybx	0	1	0	1		14036		谓予不信
xhbj	0	1	0	1		14037		香火不绝
xhrj	0	1	0	1		14038		小户人家
ytfm	0	1	0	1		14039		油头粉面
bqvq	0	1	0	1		14042		不情之请
bwnu	0	1	0	1		14043		不违农时
cbld	0	1	0	1		14044		成败利钝
clwy	0	1	0	1		14045		长乐未央
fqvh	0	1	0	1		14046		焚琴煮鹤
gmbr	0	1	0	1		14047		过门不入
iddu	0	1	0	1		14048		抽刀断水
luwq	0	1	0	1		14050		流水无情
mqhz	0	1	0	1		14051		梅妻鹤子
nhwx	0	1	0	1		14052		拈花微笑
psqw	0	1	0	1		14053		婆娑起舞
rxdk	0	1	0	1		14054		人心大快
ssyg	0	1	0	1		14055		深山幽谷
vddb	0	1	0	1		14056		捉刀代笔
xcys	0	1	0	1		14057		下车伊始
yvbh	0	1	0	1		14058		云中白鹤
djty	0	1	0	1		14059		断井颓垣
ggqq	0	1	0	1		14061		挂冠求去
jtcs	0	1	0	1		14063		鲸吞蚕食
jzgq	0	1	0	1		14064		君子固穷
sryx	0	1	0	1		14065		耸入云霄
uwvj	0	1	0	1		14066		视为知己
yjwt	0	1	0	1		14067		有进无退
gjrh	0	1	0	1		14070		甘居人后
hktu	0	1	0	1		14071		虎口逃生
hqlt	0	1	0	1		14072		呵欠连天
iybt	0	1	0	1		14074		持盈保泰
kryy	0	1	0	1		14075		慨然应允
lsej	0	1	0	1		14076		临事而惧
mqmv	0	1	0	1		14077		没轻没重
mwws	0	1	0	1		14078		卖文为生
qflx	0	1	0	1		14079		清风两袖
subj	0	1	0	1		14080		四时八节
umru	0	1	0	1		14081		视民如伤
vmvn	0	1	0	1		14082		知命之年
zcpy	0	1	0	1		14084		终成泡影
zsyf	0	1	0	1		14085		治丝益棼
abvg	0	1	0	1		14086		安邦治国
chzl	0	1	0	1		14087		穿红着绿
jakk	0	1	0	1		14088		激昂慷慨
jrtx	0	1	0	1		14089		吉人天相
juxt	0	1	0	1		14090		计上心头
kkfy	0	1	0	1		14091		慷慨赴义
lzjj	0	1	0	1		14093		连战皆捷
mgjq	0	1	0	1		14094		民贵君轻
mgxs	0	1	0	1		14095		麻姑献寿
qjyh	0	1	0	2		14096		取精用宏 取精用弘
snhx	0	1	0	1		14097		肆虐横行
xull	0	1	0	1		14099		小时了了
xzbc	0	1	0	1		14101		险遭不测
zvfv	0	1	0	1		14103		载舟覆舟
cvyn	0	1	0	1		14105		残渣余孽
hbqz	0	1	0	1		14106		怀璧其罪
hqzx	0	1	0	1		14107		和气致祥
llkj	0	1	0	1		14109		历历可见
lulb	0	1	0	1		14110		临深履薄
nzym	0	1	0	1		14112		牛之一毛
qbcs	0	1	0	1		14113		七步成诗
sbsq	0	1	0	1		14114		水碧山青
tjvr	0	1	0	1		14115		头角峥嵘
tlvv	0	1	0	1		14116		天理昭昭
ymfm	0	1	0	1		14119		羽毛丰满
yssh	0	1	0	1		14120		迎神赛会
zysc	0	1	0	1		14122		坐拥书城
bzsy	0	1	0	1		14123		不知所言
czzr	0	1	0	1		14124		操纵自如
dxvj	0	1	0	1		14125		旦夕之间
fbzq	0	1	0	1		14126		反哺之情
gzrd	0	1	0	1		14127		观者如堵
iuym	0	1	0	1		14129		出师有名
jhcz	0	1	0	1		14130		江汉朝宗
jszj	0	1	0	1		14131		进身之阶
qzqw	0	1	0	1		14132		擒贼擒王
sbjn	0	1	0	1		14133		塞北江南
spsy	0	1	0	1		14134		三朋四友
wduc	0	1	0	1		14135		五短身材
wgul	0	1	0	1		14136		无功受禄
wrbc	0	1	0	2		14137		挖肉补疮 剜肉补疮
ygkb	0	1	0	1		14138		以管窥豹
yqyz	0	1	0	1		14139		扬清抑浊
zjzz	0	1	0	1		14141		逐句逐字
zyfl	0	1	0	1		14142		自由泛滥
bihl	0	1	0	1		14143		不差毫厘
bvvw	0	1	0	1		14144		杯中之物
bxdw	0	1	0	1		14145		博学多闻
bzqh	0	1	0	1		14146		百折千回
crey	0	1	0	1		14147		础润而雨
fgbr	0	1	0	1		14148		富贵逼人
frnv	0	1	0	1		14150		肤如凝脂
fxuu	0	1	0	1		14151		风行水上
iyyw	0	1	0	1		14154		出于意外
khtx	0	1	0	1		14155		口含天宪
lhyy	0	1	0	1		14156		落花有意
mkzk	0	1	0	1		14157		免开尊口
mufl	0	1	0	1		14158		名士风流
pjby	0	1	0	1		14159		贫贱不移
xnwy	0	1	0	1		14160		犀牛望月
ybkt	0	1	0	1		14161		仰不愧天
zzbr	0	1	0	1		14164		知足不辱
bbcu	0	1	0	1		14165		百弊丛生
cxzy	0	1	0	1		14168		诚心正意
cygw	0	1	0	1		14169		迟疑观望
ewbv	0	1	0	1		14170		恩威并重
fbdz	0	1	0	1		14171		罚不当罪
gzvd	0	1	0	1		14173		攻子之盾
hddl	0	1	0	1		14174		画栋雕梁
jrlc	0	1	0	1		14175		吉日良辰
llfi	0	1	0	1		14177		沦落风尘
mbrs	0	1	0	1		14178		目不忍视
mqps	0	1	0	1		14179		马前泼水
myzg	0	1	0	2		14180		母以子贵 没有资格
pnyq	0	1	0	1		14181		睥睨一切
qblu	0	1	0	1		14182		拳不离手
qdgf	0	1	0	1		14183		青灯古佛
qgyg	0	1	0	1		14184		求过于供
ryft	0	1	0	1		14185		肉眼凡胎
syfx	0	1	0	1		14186		夙夜匪懈
tlqm	0	1	0	1		14188		田连阡陌
ttld	0	1	0	1		14189		谈天论地
ubvt	0	1	0	1		14190		上不着天
yjvd	0	1	0	1		14191		一箭之地
yyqj	0	1	0	1		14192		玉液琼浆
zhmm	0	1	0	1		14193		装潢门面
bcxc	0	1	0	1		14194		报仇雪耻
bgql	0	1	0	1		14195		不改其乐
bkit	0	1	0	1		14196		鼻孔朝天
bnjy	0	1	0	1		14197		避难就易
bvrw	0	1	0	1		14198		不知肉味
bylq	0	1	0	1		14199		饱以老拳
dspz	0	1	0	1		14202		大肆铺张
fzjy	0	1	0	1		14203		飞珠溅玉
hqzd	0	1	0	1		14204		好骑者堕
jmdx	0	1	0	1		14205		解民倒悬
luvm	0	1	0	2		14206		庐山真面 历史证明
ppgz	0	1	0	1		14208		翩翩公子
qqtx	0	1	0	1		14210		权倾天下
qyyh	0	1	0	1		14211		曲意迎合
rdkz	0	1	0	1		14212		人多口杂
sjgj	0	1	0	1		14213		手脚干净
ssyd	0	1	0	1		14214		洒扫应对
twlz	0	1	0	1		14215		天王老子
xcdj	0	1	0	1		14217		小惩大诫
ybyx	0	1	0	1		14219		一悲一喜
dcxd	0	1	0	1		14222		东藏西躲
fduj	0	1	0	1		14223		风刀霜剑
fvvy	0	1	0	1		14224		负重致远
fzyx	0	1	0	1		14225		付诸一笑
khzr	0	1	0	1		14227		开合自如
ljhm	0	1	0	1		14228		龙精虎猛
mtjj	0	1	0	1		14229		漫天叫价
ppfd	0	1	0	1		14230		翩翩风度
rszb	0	1	0	1		14231		肉食者鄙
rvnh	0	1	0	1		14232		如之奈何
tbjn	0	1	0	1		14233		天不假年
thyg	0	1	0	1		14234		铁画银钩
uqxt	0	1	0	1		14235		声气相通
vjrx	0	1	0	1		14236		整旧如新
wlqu	0	1	0	1		14237		五劳七伤
xrwg	0	1	0	1		14238		相忍为国
zfzr	0	1	0	1		14239		追风逐日
btwb	0	1	0	1		14241		不贪为宝
ctuf	0	1	0	1		14242		残汤剩饭
fqyl	0	1	0	1		14244		风清月朗
gzpx	0	1	0	1		14245		桂子飘香
hhfi	0	1	0	1		14246		宦海浮沉
ixwd	0	1	0	1		14249		喘息未定
jcud	0	1	0	1		14250		举措失当
lsrd	0	1	0	1		14251		老僧入定
lyaj	0	1	0	1		14252		乐业安居
mgmz	0	1	0	1		14254		民膏民脂
mycs	0	1	0	1		14255		面有菜色
qxjy	0	1	0	1		14257		清新俊逸
rhmj	0	1	0	1		14258		人欢马叫
ujwl	0	1	0	1		14259		市井无赖
wjwy	0	1	0	1		14260		惟精惟一
wvtx	0	1	0	1		14261		威震天下
xubf	0	1	0	1		14262		信赏必罚
ygsj	0	1	0	1		14263		勇冠三军
ymgx	0	1	0	1		14264		一命归西
ymzk	0	1	0	1		14265		月满则亏
yqbz	0	1	0	1		14266		以勤补拙
yqyh	0	1	0	2		14267		一丘一壑 一前一后
zafm	0	1	0	1		14269		憎爱分明
bszj	0	1	0	1		14270		搬石砸脚
ckfl	0	1	0	1		14271		从宽发落
czms	0	1	0	1		14272		藏之名山
fddt	0	1	0	1		14273		福地洞天
fhsq	0	1	0	1		14274		烽火四起
fwkm	0	1	0	1		14275		奉为楷模
jgvz	0	1	0	1		14276		将功折罪
lywy	0	1	0	1		14277		乐以忘忧
mvat	0	1	0	1		14278		明珠暗投
pwbl	0	1	0	1		14279		片瓦不留
qqbj	0	1	0	1		14280		齐驱并进
sjps	0	1	0	1		14282		桑间濮上
szwq	0	1	0	1		14283		扇枕温衾
wxwb	0	1	0	1		14284		王祥卧冰
wycq	0	1	0	1		14285		武艺超群
xjyy	0	1	0	1		14287		心旌摇曳
xsed	0	1	0	1		14288		相时而动
xyts	0	1	0	1		14289		寻幽探胜
ylhs	0	1	0	1		14290		一路货色
yxyw	0	1	0	1		14291		音信杳无
yzjz	0	1	0	1		14292		允执厥中
aafm	0	1	0	1		14293		哀哀父母
jrvk	0	1	0	1		14297		急人之困
lbyg	0	1	0	1		14299		聊备一格
mlif	0	1	0	1		14301		满脸春风
nhyx	0	1	0	1		14302		拈花一笑
nvbt	0	1	0	1		14303		南征北讨
qjvg	0	1	0	1		14305		齐家治国
swqz	0	1	0	1		14308		神完气足
wgvy	0	1	0	1		14309		亡国之音
wrjl	0	1	0	1		14311		味如嚼蜡
xyjh	0	1	0	1		14313		星月交辉
yxix	0	1	0	1		14314		以心传心
yxxy	0	1	0	1		14315		羊续悬鱼
adlx	0	1	0	1		14316		案牍劳形
crdl	0	1	0	1		14317		超然独立
dqms	0	1	0	1		14318		丹青妙手
fhly	0	1	0	1		14319		凤凰来仪
fvdx	0	1	0	1		14320		抚掌大笑
gdmm	0	1	0	1		14321		瓜瓞绵绵
hyby	0	1	0	2		14323		毁誉不一 很有必要
iuwm	0	1	0	1		14324		出师无名
juab	0	1	0	1		14326		济世安邦
pwwc	0	1	0	1		14328		片瓦无存
qtms	0	1	0	1		14329		墙头马上
sjfl	0	1	0	1		14330		诗酒风流
thls	0	1	0	1		14331		桃花流水
tpmz	0	1	0	1		14332		叨陪末座
tzsy	0	1	0	1		14333		探赜索隐
uyry	0	1	0	1		14334		胜友如云
yfyy	0	1	0	1		14337		鸢飞鱼跃
yser	0	1	0	1		14338		一身二任
zhgu	0	1	0	1		14339		纵虎归山
zlms	0	1	0	1		14340		竹篱茅舍
aqrm	0	1	0	1		14342		爱钱如命
asdx	0	1	0	1		14343		傲霜斗雪
blwz	0	1	0	1		14344		不立文字
bvjt	0	1	0	1		14345		不知进退
byzy	0	1	0	1		14346		不虞之誉
cgyh	0	1	0	1		14347		挫骨扬灰
dgxf	0	1	0	1		14348		道骨仙风
dxbx	0	1	0	1		14349		丹心碧血
fryq	0	1	0	1		14350		扶弱抑强
fxvj	0	1	0	1		14351		腹心之疾
gdwm	0	1	0	1		14352		告贷无门
ismx	0	1	0	1		14353		沉思默想
mutk	0	1	0	1		14354		卖身投靠
pfwz	0	1	0	1		14355		匹夫无罪
qiqg	0	1	0	1		14357		倾城倾国
qyjd	0	1	0	1		14359		齐烟九点
snsj	0	1	0	1		14360		十年生聚
tbsy	0	1	0	1		14361		推本溯源
xbty	0	1	0	1		14362		信笔涂鸦
zysy	0	1	0	1		14364		子曰诗云
blhj	0	1	0	1		14365		兵连祸结
bmqj	0	1	0	1		14366		百媚千娇
bybs	0	1	0	1		14368		报应不爽
fvxl	0	1	0	1		14369		福至心灵
gjfc	0	1	0	1		14370		纲纪废弛
hvbj	0	1	0	1		14371		悔之不及
iqiv	0	1	0	1		14372		超群出众
jpxj	0	1	0	1		14373		旧瓶新酒
jwqa	0	1	0	1		14374		居无求安
jzxh	0	1	0	1		14375		救灾恤患
qebd	0	1	0	1		14377		群而不党
qkmv	0	1	0	1		14378		穷寇莫追
sjxh	0	1	0	1		14380		杀鸡吓猴
tsry	0	1	0	1		14382		天随人愿
vjnp	0	1	0	1		14383		招降纳叛
wsss	0	1	0	1		14384		无事生事
xfhw	0	1	0	1		14385		相逢恨晚
xvsr	0	1	0	1		14387		兴致索然
ydkm	0	1	0	1		14389		一代楷模
yfyr	0	1	0	1		14391		应付裕如
ymij	0	1	0	1		14392		饮马长江
zzys	0	1	0	1		14397		铮铮有声
bqau	0	1	0	1		14399		不欺暗室
brbs	0	1	0	1		14400		勃然变色
crrz	0	1	0	1		14402		出入人罪
flxs	0	1	0	1		14403		风流潇洒
grty	0	1	0	1		14404		骨肉团圆
huxz	0	1	0	1		14405		后生小子
izfq	0	1	0	1		14406		沉滓泛起
juam	0	1	0	1		14407		济世安民
lyzd	0	1	0	1		14408		梨园子弟
nrjj	0	1	0	2		14409		耐人咀嚼 内容简介
nymx	0	1	0	1		14410		讷言敏行
pfvl	0	1	0	1		14411		劈风斩浪
qxjd	0	1	0	1		14412		琴心剑胆
rmaw	0	1	0	1		14413		仁民爱物
rvvl	0	1	0	1		14414		人中之龙
sdsx	0	1	0	1		14415		世代书香
sygy	0	1	0	1		14416		水月观音
wbsj	0	1	0	1		14417		韦编三绝
xczf	0	1	0	1		14418		秀才造反
xvwm	0	1	0	1		14419		削职为民
xwzy	0	1	0	1		14420		弦外之意
xywx	0	1	0	1		14421		咸与维新
ygsl	0	1	0	1		14422		眼观四路
ylrs	0	1	0	1		14423		雨淋日晒
yxcf	0	1	0	1		14426		逸兴遄飞
bfxa	0	1	0	1		14427		八府巡按
bghr	0	1	0	1		14429		不甘后人
bpjb	0	1	0	1		14430		补偏救弊
ctwm	0	1	0	1		14431		粗通文墨
dgxh	0	1	0	1		14432		达官显宦
fxdq	0	1	0	1		14433		翻箱倒箧
gqwb	0	1	0	1		14435		攻其无备
gvth	0	1	0	1		14436		公诸同好
hzzx	0	1	0	1		14437		悔罪自新
lsjt	0	1	0	1		14439		冷水浇头
lvln	0	1	0	1		14441		良知良能
qnzn	0	1	0	1		14443		牵牛织女
qqqz	0	1	0	1		14444		七擒七纵
rgsq	0	1	0	1		14445		如隔三秋
rmcb	0	1	0	1		14446		如芒刺背
rnus	0	1	0	1		14447		如鸟兽散
vqgr	0	1	0	1		14450		至亲骨肉
vxmv	0	1	0	1		14451		珍馐美馔
wddf	0	1	0	1		14452		吴带当风
wlpc	0	1	0	1		14453		万里鹏程
xyqh	0	1	0	1		14454		胸有丘壑
yfpv	0	1	0	1		14455		依法炮制
yhkt	0	1	0	1		14456		一画开天
yqjz	0	1	0	1		14457		扬清激浊
yqvu	0	1	0	1		14458		一切众生
abru	0	1	0	1		14460		爱不忍释
adwn	0	1	0	1		14461		安度晚年
agju	0	1	0	1		14462		爱国精神
agrq	0	1	0	1		14463		爱国热情
ajcb	0	1	0	1		14465		挨肩擦背
amvx	0	1	0	1		14466		爱美之心
amxr	0	1	0	1		14467		爱慕虚荣
apgz	0	1	0	1		14469		安排工作
aqcu	0	1	0	1		14470		安全措施
aqdy	0	1	0	1		14471		安全第一
aqji	0	1	0	1		14472		安全检查
aqkk	0	1	0	1		14473		安全可靠
aqui	0	1	0	1		14474		安全生产
aryd	0	1	0	1		14475		爱人以德
aubf	0	1	0	1		14476		安守本分
auqx	0	1	0	1		14477		傲视群雄
auvi	0	1	0	1		14478		安身之处
auwi	0	1	0	1		14479		按时完成
avms	0	1	0	1		14480		暗中摸索
awln	0	1	0	1		14481		安危冷暖
awsa	0	1	0	1		14482		爱我所爱
awxy	0	1	0	1		14483		安危相易
axcz	0	1	0	1		14484		暗箱操作
axjx	0	1	0	1		14485		暗下决心
axuy	0	1	0	1		14486		暗香疏影
azkx	0	1	0	1		14487		矮子看戏
bbfy	0	1	0	1		14488		不避斧钺
bbhy	0	1	0	1		14489		包办婚姻
bbmm	0	1	0	1		14491		爸爸妈妈
bbum	0	1	0	1		14493		不辨菽麦
bbuu	0	1	0	1		14494		颁布实施
bbvj	0	1	0	1		14495		八拜之交
bcxu	0	1	0	1		14497		拨草寻蛇
bdbn	0	1	0	1		14498		不但不能
bdfv	0	1	0	1		14500		不断发展
bdix	0	1	0	1		14502		不断出现
bdkn	0	1	0	2		14503		不大可能 鞭打快牛
bdtg	0	1	0	1		14505		不断提高
bdzj	0	1	0	2		14508		不断增加 白刀子进
bfdq	0	1	0	2		14511		北方地区 部分地区
bfhy	0	1	0	1		14513		八方呼应
bfpj	0	1	0	1		14514		不服判决
bfql	0	1	0	1		14515		不乏其例
bfxw	0	1	0	1		14517		不法行为
bfzr	0	1	0	1		14519		不负责任
bgbx	0	1	0	1		14521		边干边学
bgdl	0	1	0	1		14522		办公大楼
bguj	0	1	0	1		14524		半个世纪
bguu	0	1	0	1		14525		不管是谁
bgyp	0	1	0	1		14526		办公用品
bhgr	0	1	0	1		14527		白虹贯日
bhhj	0	1	0	1		14528		保护环境
bhvv	0	1	0	1		14529		保护装置
bhxp	0	1	0	1		14530		冰魂雪魄
bibl	0	1	0	1		14531		不成比例
bigd	0	1	0	1		14532		补充规定
biim	0	1	0	1		14533		保持沉默
bijt	0	1	0	1		14534		保持警惕
bijv	0	1	0	1		14535		别出机杼
bimy	0	1	0	1		14536		补偿贸易
bivl	0	1	0	1		14537		保持中立
bjeu	0	1	0	1		14540		不教而杀
bjey	0	1	0	1		14541		比较而言
bjfz	0	1	0	1		14542		比较复杂
bjhh	0	1	0	1		14543		保驾护航
bjjd	0	1	0	2		14544		必经阶段 比较简单
bjkn	0	1	0	1		14547		比较困难
bjky	0	1	0	1		14548		不仅可以
bjvd	0	1	0	2		14552		并肩战斗 必经之地
bjvt	0	1	0	1		14554		不经之谈
bjyq	0	1	0	1		14556		不久以前
bjyu	0	1	0	1		14557		不经一事
bkfr	0	1	0	1		14558		不可否认
bknd	0	1	0	1		14559		不可能的
bkqf	0	1	0	1		14560		不可侵犯
bkxq	0	1	0	1		14563		不可小觑
bkxx	0	1	0	1		14564		不可想象
bkzd	0	1	0	1		14566		不可阻挡
bkzv	0	1	0	1		14567		报刊杂志
blfq	0	1	0	1		14568		不良风气
blfy	0	1	0	1		14569		不良反应
blgx	0	1	0	1		14570		比例关系
bljj	0	1	0	1		14571		濒临绝境
blmj	0	1	0	1		14572		濒临灭绝
bluj	0	1	0	1		14573		暴力事件
blut	0	1	0	1		14574		比例失调
blxn	0	1	0	1		14576		半老徐娘
blyj	0	1	0	1		14577		保留意见
blys	0	1	0	1		14578		不利因素
blyx	0	1	0	1		14579		不良影响
bmfw	0	1	0	1		14580		便民服务
bmmj	0	1	0	1		14583		闭门觅句
bmny	0	1	0	1		14584		北煤南运
bmvx	0	1	0	1		14585		不明真相
bmxx	0	1	0	1		14587		表面现象
bnje	0	1	0	1		14588		不念旧恶
bnki	0	1	0	1		14589		不难看出
bnlj	0	1	0	1		14590		不难理解
bnrr	0	1	0	1		14591		不能容忍
bnxx	0	1	0	1		14592		不难想象
bqeh	0	1	0	1		14593		病情恶化
bqlx	0	1	0	1		14594		屏气敛息
bqsy	0	1	0	1		14595		版权所有
brdh	0	1	0	1		14597		不然的话
brhj	0	1	0	1		14598		薄弱环节
brmh	0	1	0	1		14600		傍人门户
brqu	0	1	0	1		14601		必然趋势
brvg	0	1	0	1		14602		步入正轨
brvu	0	1	0	1		14603		不忍直视
brxx	0	1	0	1		14604		必然现象
bsgz	0	1	0	1		14605		比赛规则
bsjg	0	1	0	1		14606		比赛结果
bslp	0	1	0	1		14607		豹死留皮
bslr	0	1	0	1		14608		百岁老人
bswr	0	1	0	1		14609		白色污染
btbx	0	1	0	1		14610		奔腾不息
btdj	0	1	0	1		14611		八抬大轿
btdq	0	1	0	1		14612		不同地区
btgd	0	1	0	1		14613		不同观点
bthy	0	1	0	1		14614		白天黑夜
btid	0	1	0	1		14615		不同程度
btjd	0	1	0	1		14616		不同角度
btlx	0	1	0	1		14617		不同类型
btrx	0	1	0	1		14618		白头如新
btud	0	1	0	1		14619		摆摊设点
btvi	0	1	0	1		14620		不同之处
btxw	0	1	0	1		14621		标题新闻
bube	0	1	0	1		14623		褒善贬恶
bubl	0	1	0	2		14624		不衫不履 百试百灵
bukh	0	1	0	1		14628		宝山空回
bumy	0	1	0	1		14629		不是没有
buny	0	1	0	1		14631		饱食暖衣
buud	0	1	0	1		14632		避暑胜地
buvh	0	1	0	1		14633		表示祝贺
buxw	0	1	0	1		14635		博士学位
buyd	0	1	0	1		14636		冰上运动
bvcl	0	1	0	1		14637		包装材料
bvdh	0	1	0	1		14638		表彰大会
bvmj	0	1	0	1		14639		播种面积
bvqe	0	1	0	1		14640		不知其二
bvty	0	1	0	1		14641		辩证统一
bvuf	0	1	0	1		14642		宾主双方
bvuj	0	1	0	1		14643		爆炸事件
bvvb	0	1	0	1		14644		宝中之宝
bvyc	0	1	0	1		14645		不止一次
bwbh	0	1	0	1		14646		不温不火
bwgz	0	1	0	1		14647		保卫工作
bwix	0	1	0	1		14648		不忘初心
bwjg	0	1	0	1		14649		兵微将寡
bwjh	0	1	0	1		14650		把握机会
bwqw	0	1	0	1		14653		博物洽闻
bwry	0	1	0	1		14654		编外人员
bxfd	0	1	0	1		14656		不懈奋斗
bxff	0	1	0	1		14657		表现方法
bxfh	0	1	0	1		14658		必须符合
