行号	词	词频	原拼音	辅助拼音	词典读音	简单鹤	鲸凉鹤	采用	依据	问题
92869	萨凡那的梅宝·卡鲁泽	1	sa4 fan2 na1/na3/na4/nei4 de5/di2/di4 mei2 bao3 #ka3/qia3 lu3 ze2	safannademeibao*kaluze				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92871	萨利·安·米德尔顿	1	sa4 li4 #an1 #mi3 de2 er3 du2/dun4	sali*an*mideerdun				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92872	萨利·文森特	1	sa4 li4 #wen2 sen1 te4	sali*wensente				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92873	萨利·索洛维奇	1	sa4 li4 #suo3 luo4 wei2 ji1/qi2	sali*suoluoweiqi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92874	萨利·詹森	1	sa4 li4 #zhan1 sen1	sali*zhansen				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92875	萨利姆·巴哈里	1	sa4 li4 mu3 #ba1 ha1/ha3/ha4 li3	salimu*bahali				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92884	萨姆·冈德森	1	sa4 mu3 #gang1 de2 sen1	samu*gangdesen				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92885	萨姆·塞缪尔	1	sa4 mu3 #sai1/sai4/se4 miao4/miu4/mou2 er3	samu*sai*er				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92886	萨姆·希尔	1	sa4 mu3 #xi1 er3	samu*xier				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92887	萨姆·库克	1	sa4 mu3 #ku4 ke4	samu*kuke				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92888	萨姆·福斯特萨姆	1	sa4 mu3 #fu2 si1 te4 sa4 mu3	samu*fusitesamu				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92889	萨姆·科比	1	sa4 mu3 #ke1 bi3	samu*kebi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92890	萨姆·米拉克	1	sa4 mu3 #mi3 la1/la2/la3/la4 ke4	samu*milake				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92893	萨姆森·道立西	1	sa4 mu3 sen1 #dao4 li4 xi1	samusen*daolixi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92895	萨姆纳·雷德斯通	1	sa4 mu3 na4 #lei2 de2 si1 tong1/tong4	samuna*leidesitong				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92903	萨尔瓦多·帕帕蒂洛	1	sa4 er3 wa3/wa4 duo1 #pa4 pa4 di4 luo4	saerwaduo*papadiluo				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92904	萨尔瓦多·桑切斯	1	sa4 er3 wa3/wa4 duo1 #sang1 qie1/qie4 si1	saerwaduo*sangqiesi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92905	萨尔瓦多·阿兰德	1	sa4 er3 wa3/wa4 duo1 #a1/a5/e1 lan2 de2	saerwaduo*alande				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92906	萨尔瓦托·马洛尼	1	sa4 er3 wa3/wa4 tuo1 #ma3 luo4 ni2	saerwatuo*maluoni				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92917	萨拉·埃利斯	1	sa4 la1/la2/la3/la4 #ai1 li4 si1	sala*ailisi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92918	萨拉·塔特	1	sa4 la1/la2/la3/la4 #da5/ta3 te4	sala*tate				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92919	萨拉·巴拉哈里	1	sa4 la1/la2/la3/la4 #ba1 la1/la2/la3/la4 ha1/ha3/ha4 li3	sala*balahali				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92920	萨拉·帕尔芬	1	sa4 la1/la2/la3/la4 #pa4 er3 fen1	sala*paerfen				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92921	萨拉·德·维特	1	sa4 la1/la2/la3/la4 #de2 #wei2 te4	sala*de*weite				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92922	萨拉·梅拉斯	1	sa4 la1/la2/la3/la4 #mei2 la1/la2/la3/la4 si1	sala*meilasi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92923	萨拉·米勒	1	sa4 la1/la2/la3/la4 #mi3 le4/lei1	sala*mile				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92924	萨拉·赫斯特	1	sa4 la1/la2/la3/la4 #he4 si1 te4	sala*hesite				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92925	萨拉·麦克冬尔	1	sa4 la1/la2/la3/la4 #mai4 ke4 dong1 er3	sala*maikedonger				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92940	萨曼塔·杰德	1	sa4 man4 da5/ta3 #jie2 de2	samanta*jiede				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92942	萨曼莎·格林	1	sa4 man4 sha1/suo1 #ge1/ge2 lin2	samansha*gelin				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92968	萨穆埃尔·玛德	1	sa4 mu4 ai1 er3 #ma3 de2	samuaier*made				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92969	萨米·卡恩	1	sa4 mi3 #ka3/qia3 en1	sami*kaen				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92970	萨米·詹克斯	1	sa4 mi3 #zhan1 ke4 si1	sami*zhankesi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92971	萨米多·阿芒	1	sa4 mi3 duo1 #a1/a5/e1 mang2/wang2	samiduo*amang				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92974	萨缪尔·埃尔	1	sa4 miao4/miu4/mou2 er3 #ai1 er3	sa*er*aier				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92975	萨缪尔·法兰克	1	sa4 miao4/miu4/mou2 er3 #fa3 lan2 ke4	sa*er*falanke				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92976	萨缪尔·科宁	1	sa4 miao4/miu4/mou2 er3 #ke1 ning2/ning4	sa*er*kening				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92982	萨莉·沃克	1	sa4 li4 #wo4 ke4	sali*woke				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92983	萨莎·基恩	1	sa4 sha1/suo1 #ji1 en1	sasha*jien				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92984	萨莎·科亨	1	sa4 sha1/suo1 #ke1 heng1	sasha*keheng				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92991	萨达姆·克	1	sa4 da2 mu3 #ke4	sadamu*ke				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92996	萨金特·汤普森	1	sa4 jin1 te4 #shang1/tang1 pu3 sen1	sajinte*tangpusen				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93018	葛列特·霍尔	1	ge2/ge3 lie4 te4 #huo4 er3	geliete*huoer				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93030	葛本·凯普斯	1	ge2/ge3 ben3 #kai3 pu3 si1	geben*kaipusi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93058	葛蓓	1	ge2/ge3 bei4	ge*				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93061	葛雯	1	ge2/ge3 wen2	ge*				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93071	蒂·维敏娜·琼斯	1	di4 #wei2 min3 na4/nuo2 #qiong2 si1	di*weiminna*qiongsi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93078	蒂埃里·亨利	1	di4 ai1 li3 #heng1 li4	diaili*hengli				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93082	蒂姆·戴维斯	1	di4 mu3 #dai4 wei2 si1	dimu*daiweisi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93083	蒂姆·罗宾斯	1	di4 mu3 #luo1/luo2/luo5 bin1 si1	dimu*luobinsi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93084	蒂姆·肯尼迪	1	di4 mu3 #ken3 ni2 di2	dimu*kennidi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93085	蒂姆·邓肯	1	di4 mu3 #deng4 ken3	dimu*dengken				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93086	蒂姆·麦凯	1	di4 mu3 #mai4 kai3	dimu*maikai				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93088	蒂娜·罗宾斯	1	di4 na4/nuo2 #luo1/luo2/luo5 bin1 si1	dina*luobinsi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93090	蒂尼·布兰克	1	di4 ni2 #bu4 lan2 ke4	dini*bulanke				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93102	蒂琦	1	di4 qi2	di*				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93104	蒂米·爱玲达	1	di4 mi3 #ai4 ling2 da2	dimi*ailingda				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93107	蒂芬妮·托马斯	1	di4 fen1 ni1 #tuo1 ma3 si1	difenni*tuomasi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93109	蒂莫西·利里	1	di4 mo4 xi1 #li4 li3	dimoxi*lili				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93110	蒂莫西·威斯特博	1	di4 mo4 xi1 #wei1 si1 te4 bo2	dimoxi*weisitebo				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93111	蒂莫西·道尔顿	1	di4 mo4 xi1 #dao4 er3 du2/dun4	dimoxi*daoerdun				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93126	蒙哥马利·沃德	1	meng1/meng2/meng3 ge1 ma3 li4 #wo4 de2	menggemali*wode				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93131	蒙多·桑切斯	1	meng1/meng2/meng3 duo1 #sang1 qie1/qie4 si1	mengduo*sangqiesi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93135	蒙奇·兰奇	1	meng1/meng2/meng3 ji1/qi2 #lan2 ji1/qi2	mengqi*lanqi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93140	蒙得维的亚	1	meng2 de2 wei2 di4 ya4	mengdeweideya				待分配	证据不足或仍冲突；待分配	原始两拼音字段矛盾
93145	蒙提·派森	1	meng1/meng2/meng3 di1/ti2 #pa1/pai4 sen1	mengti*paisen				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93163	蒙蒂·沃莱	1	meng1/meng2/meng3 di4 #wo4 lai2	mengdi*wolai				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93180	蓓姬	1	bei4 ji1	*ji				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93181	蓓拉	1	bei4 la1/la2/la3/la4	*la				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93182	蓓瑞	1	bei4 rui4	*rui				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93207	蓝蓓	1	la5/lan2 bei4	lan*				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93230	薄利	1	bo2 li4	baoli	bo2 li4		bo li	bo li	单份鹤参考与其他证据一致	原始两拼音字段矛盾；整词词典与辅助拼音矛盾
93232	薄地	1	bo2 di4	baodi				待分配	证据不足或仍冲突；待分配	原始两拼音字段矛盾
93248	藏历	1	cang2/zang4 li4	zangli	zang4 li4	cang li	cang li	cang li	简单鹤与鲸凉鹤去飞键后一致	两鹤一致但Chai不同
93387	裘安	1	qiu2 an1	*an				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93388	裘德洛	1	qiu2 de2 luo4	*deluo				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93389	裘抱好	1	qiu2 bao4 hao3/hao4	*baohao				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93390	裘莉	1	qiu2 li4	*li				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93391	裘里	1	qiu2 li3	*li				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93401	裴普·波兹	1	pei2 pu3 #bo1 ci2/zi1	peipu*bozi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93406	裴特拉·冯·康特	1	pei2 te4 la1/la2/la3/la4 #feng2/ping2 #kang1 te4	peitela*feng*kangte				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93415	西·布兰迪	1	xi1 #bu4 lan2 di2	xi*bulandi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93416	西·欧唐诺	1	xi1 #ou1 tang2 nuo4	xi*outangnuo				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93417	西·莫	1	xi1 #mo4	xi*mo				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93418	西·阿姆斯特朗	1	xi1 #a1/a5/e1 mu3 si1 te4 lang3	xi*amusitelang				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93447	西塔·拉拉·波西塔	1	xi1 da5/ta3 #la1/la2/la3/la4 la1/la2/la3/la4 #bo1 xi1 da5/ta3	xita*lala*boxita				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93452	西奥·安	1	xi1 ao4 #an1	xiao*an				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93453	西奥多·纽曼	1	xi1 ao4 duo1 #niu3 man4	xiaoduo*niuman				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93454	西奥多·莫雷尔	1	xi1 ao4 duo1 #mo4 lei2 er3	xiaoduo*moleier				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93455	西奥多·霍华德·邦奇	1	xi1 ao4 duo1 #huo4 hua1/hua2/hua4 de2 #bang1 ji1/qi2	xiaoduo*huohuade*bangqi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93463	西尔维亚·帕吉特	1	xi1 er3 wei2 ya4 #pa4 ji2 te4	xierweiya*pajite				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93464	西尔维亚·普拉丝	1	xi1 er3 wei2 ya4 #pu3 la1/la2/la3/la4 si1	xierweiya*pulasi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93465	西尔维亚·罗杰斯	1	xi1 er3 wei2 ya4 #luo1/luo2/luo5 jie2 si1	xierweiya*luojiesi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93466	西尔维娅·普拉斯	1	xi1 er3 wei2 ya4 #pu3 la1/la2/la3/la4 si1	xierwei**pulasi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93467	西尔维娅·罗雅思	1	xi1 er3 wei2 ya4 #luo1/luo2/luo5 ya1/ya3 sai1/si1	xierwei**luoyasi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93468	西尔维娅·阿维拉	1	xi1 er3 wei2 ya4 #a1/a5/e1 wei2 la1/la2/la3/la4	xierwei**aweila				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93469	西尔维娅多	1	xi1 er3 wei2 ya4 duo1	xierwei*duo				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93471	西尔维斯特·史泰龙	1	xi1 er3 wei2 si1 te4 #shi3 tai4 long2	xierweisite*shitailong				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93472	西尔韦斯特·史泰龙	1	xi1 er3 wei2 si1 te4 #shi3 tai4 long2	xierweisite*shitailong				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93479	西弗尔·福克斯	1	xi1 fu2 er3 #fu2 ke4 si1	xifuer*fukesi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93490	西斯·培根	1	xi1 si1 #pei2 gen1	xisi*peigen				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93495	西斯科·彼萨罗	1	xi1 si1 ke1 #bi3 sa4 luo1/luo2/luo5	xisike*bisaluo				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93503	西格蒙德·弗伊德	1	xi1 ge1/ge2 meng1/meng2/meng3 de2 #fu2 yi1 de2	xigemengde*fuyide				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93517	西玮	1	xi1 wei3	xi*				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93534	西罗·贝斯杜斯	1	xi1 luo1/luo2/luo5 #bei4 si1 du4 si1	xiluo*beisidusi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93536	西莉亚·帕森斯	1	xi1 li4 ya4 #pa4 sen1 si1	xiliya*pasensi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93537	西莉亚·桑切斯	1	xi1 li4 ya4 #sang1 qie1/qie4 si1	xiliya*sangqiesi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93538	西莉娅	1	xi1 li4 ya4	xili*				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93539	西莫·科特利让内	1	xi1 mo4 #ke1 te4 li4 rang4 nei4	ximo*ketelirangnei				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93543	西蒙·冈瑟尔	1	xi1 meng1/meng2/meng3 #gang1 se4 er3	ximeng*gangseer				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93544	西蒙·帕特	1	xi1 meng1/meng2/meng3 #pa4 te4	ximeng*pate				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93545	西蒙·德·波	1	xi1 meng1/meng2/meng3 #de2 #bo1	ximeng*de*bo				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93546	西蒙·斯泰	1	xi1 meng1/meng2/meng3 #si1 tai4	ximeng*sitai				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93547	西蒙·斯泰因	1	xi1 meng1/meng2/meng3 #si1 tai4 yin1	ximeng*sitaiyin				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93548	西蒙·本	1	xi1 meng1/meng2/meng3 #ben3	ximeng*ben				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93549	西蒙·桑切斯	1	xi1 meng1/meng2/meng3 #sang1 qie1/qie4 si1	ximeng*sangqiesi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93550	西蒙·沃德	1	xi1 meng1/meng2/meng3 #wo4 de2	ximeng*wode				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93551	西蒙·波利瓦尔	1	xi1 meng1/meng2/meng3 #bo1 li4 wa3/wa4 er3	ximeng*boliwaer				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93552	西蒙·瑞德	1	xi1 meng1/meng2/meng3 #rui4 de2	ximeng*ruide				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93553	西蒙·维勒	1	xi1 meng1/meng2/meng3 #wei2 le4/lei1	ximeng*weile				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93554	西蒙·菲尔兹	1	xi1 meng1/meng2/meng3 #fei1/fei3 er3 ci2/zi1	ximeng*feierzi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93557	西蒙妮·贝特阿图	1	xi1 meng1/meng2/meng3 ni1 #bei4 te4 a1/a5/e1 tu2	ximengni*beiteatu				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93574	西铎	1	xi1 duo2	xi*				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93579	要健怡	1	yao1/yao4 jian4 yi2	yaojian*				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93582	要发飚	1	yao1/yao4 fa1/fa4 biao1	yaofa*				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93587	要略	1	yao4 lu:e4	yaolue	yao4 lve4	yao lve	yao lve	yao lve	简单鹤与鲸凉鹤去飞键后一致	原始两拼音字段矛盾；整词词典与辅助拼音矛盾
93594	覆没	1	fu4 mo4	fumei	fu4 mo4			fu mo	整词词典与原始音节一致	原始两拼音字段矛盾；整词词典与辅助拼音矛盾
93603	见珂	1	jian4/xian4 ke1	jian*				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93641	詹·安格尔顿	1	zhan1 #an1 ge1/ge2 er3 du2/dun4	zhan*angeerdun				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93642	詹·邦	1	zhan1 #bang1	zhan*bang				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93644	詹妮·麦考兰	1	zhan1 ni1 #mai4 kao3 lan2	zhanni*maikaolan				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93645	詹妮佛·凯莱	1	zhan1 ni1 fo2/fu2 #kai3 lai2	zhannifo*kailai				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93646	詹妮佛·洛佩兹	1	zhan1 ni1 fo2/fu2 #luo4 pei4 ci2/zi1	zhannifo*luopeizi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93648	詹妮弗·哈德森	1	zhan1 ni1 fu2 #ha1/ha3/ha4 de2 sen1	zhannifu*hadesen				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93649	詹妮弗·杜根	1	zhan1 ni1 fu2 #du4 gen1	zhannifu*dugen				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93650	詹妮弗·洛	1	zhan1 ni1 fu2 #luo4	zhannifu*luo				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93652	詹姆·阿特	1	zhan1 mu3 #a1/a5/e1 te4	zhanmu*ate				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93653	詹姆士·乔伊斯	1	zhan1 mu3 shi4 #qiao2 yi1 si1	zhanmushi*qiaoyisi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93654	詹姆士·博斯威尔	1	zhan1 mu3 shi4 #bo2 si1 wei1 er3	zhanmushi*bosiweier				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93655	詹姆士·帕尔玛	1	zhan1 mu3 shi4 #pa4 er3 ma3	zhanmushi*paerma				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93656	詹姆士·沃克	1	zhan1 mu3 shi4 #wo4 ke4	zhanmushi*woke				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93657	詹姆士·波贝	1	zhan1 mu3 shi4 #bo1 bei4	zhanmushi*bobei				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93658	詹姆士·罗宾森	1	zhan1 mu3 shi4 #luo1/luo2/luo5 bin1 sen1	zhanmushi*luobinsen				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93659	詹姆士·英格曼	1	zhan1 mu3 shi4 #ying1 ge1/ge2 man4	zhanmushi*yinggeman				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93660	詹姆士·隆·丹	1	zhan1 mu3 shi4 #long1/long2 #dan1	zhanmushi*long*dan				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93662	詹姆士斯·布伦南	1	zhan1 mu3 shi4 si1 #bu4 lun2 na1/nan2	zhanmushisi*bulunnan				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93666	詹姆斯·华生	1	zhan1 mu3 si1 #hua1/hua2/hua4 sheng1	zhanmusi*huasheng				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93667	詹姆斯·康纳利	1	zhan1 mu3 si1 #kang1 na4 li4	zhanmusi*kangnali				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93668	詹姆斯·弗朗西斯·巴里尼	1	zhan1 mu3 si1 #fu2 lang3 xi1 si1 #ba1 li3 ni2	zhanmusi*fulangxisi*balini				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93669	詹姆斯·弗格森	1	zhan1 mu3 si1 #fu2 ge1/ge2 sen1	zhanmusi*fugesen				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93670	詹姆斯·杰克逊·达尔	1	zhan1 mu3 si1 #jie2 ke4 xun4 #da2 er3	zhanmusi*jiekexun*daer				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93671	詹姆斯·林恩	1	zhan1 mu3 si1 #lin2 en1	zhanmusi*linen				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93672	詹姆斯·柯	1	zhan1 mu3 si1 #ke1	zhanmusi*ke				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93673	詹姆斯·柯蒂斯	1	zhan1 mu3 si1 #ke1 di4 si1	zhanmusi*kedisi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93674	詹姆斯·汀	1	zhan1 mu3 si1 #ting1	zhanmusi*ting				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93675	詹姆斯·法默	1	zhan1 mu3 si1 #fa3 mo4	zhanmusi*famo				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93676	詹姆斯·洛特	1	zhan1 mu3 si1 #luo4 te4	zhanmusi*luote				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93677	詹姆斯·瓦特	1	zhan1 mu3 si1 #wa3/wa4 te4	zhanmusi*wate				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93678	詹姆斯·约翰斯顿	1	zhan1 mu3 si1 #yao1/yue1 han4 si1 du2/dun4	zhanmusi*yuehansidun				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93679	詹姆斯·艾尔罗伊	1	zhan1 mu3 si1 #ai4/yi4 er3 luo1/luo2/luo5 yi1	zhanmusi*aierluoyi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93680	詹姆斯·范德比克	1	zhan1 mu3 si1 #fan4 de2 bi3 ke4	zhanmusi*fandebike				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93681	詹姆斯·莱利	1	zhan1 mu3 si1 #lai2 li4	zhanmusi*laili				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93682	詹姆斯·萨克斯顿	1	zhan1 mu3 si1 #sa4 ke4 si1 du2/dun4	zhanmusi*sakesidun				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93683	詹姆斯·诺克斯	1	zhan1 mu3 si1 #nuo4 ke4 si1	zhanmusi*nuokesi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93684	詹姆斯·迈罗克斯	1	zhan1 mu3 si1 #mai4 luo1/luo2/luo5 ke4 si1	zhanmusi*mailuokesi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93685	詹姆斯·迪恩	1	zhan1 mu3 si1 #di2 en1	zhanmusi*dien				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93686	詹姆斯·雷·沃德	1	zhan1 mu3 si1 #lei2 #wo4 de2	zhanmusi*lei*wode				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93687	詹姆斯·霍伊特	1	zhan1 mu3 si1 #huo4 yi1 te4	zhanmusi*huoyite				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
