length	source	sentence	hanzi
4	百科	* 体育学院	体育学院
4	传媒	”范小刚说	范小刚说
4	对话	检查说啥	检查说啥
4	网文	饮食疗法	饮食疗法
4	百科	集数列表	集数列表
4	传媒	”习主席问	习主席问
4	对话	没怎么用	没怎么用
4	网文	具体包括：	具体包括
4	百科	各集梗概	各集梗概
4	传媒	”崔朝亮说	崔朝亮说
4	对话	不如你蠢	不如你蠢
4	网文	主枝较长	主枝较长
4	百科	우리 사랑》饰演 久尚	饰演久尚
4	传媒	”贺宁杰说	贺宁杰说
4	对话	是吗是吗	是吗是吗
4	网文	以身作则	以身作则
4	百科	个人简历	个人简历
4	传媒	”李世德说	李世德说
4	对话	生日快乐	生日快乐
4	网文	汝可作声	汝可作声
4	百科	薨年十二	薨年十二
4	传媒	（记者 王春）	记者王春
4	对话	污是什么	污是什么
4	网文	虹膜－黄色	虹膜黄色
4	百科	发展趋势	发展趋势
4	传媒	”刘思雨说	刘思雨说
4	对话	你懂个屁	你懂个屁
4	网文	藏粮于地	藏粮于地
4	百科	制作人员	制作人员
4	传媒	”周三红说	周三红说
4	对话	你好点没	你好点没
4	网文	(文/刘玉国)	文刘玉国
4	百科	主持阵容	主持阵容
4	传媒	（记者 梅刚）	记者梅刚
4	对话	今天忙吗	今天忙吗
4	网文	（记者黄伟）	记者黄伟
4	百科	葡萄品种	葡萄品种
4	传媒	”王占华说	王占华说
4	对话	下次再见	下次再见
4	网文	当然危险	当然危险
4	百科	祖父李林	祖父李林
4	传媒	”闫楠表示	闫楠表示
4	对话	我没有啊	我没有啊
4	网文	天道酬勤	天道酬勤
4	百科	新闻出版	新闻出版
4	传媒	制作：赵睿	制作赵睿
4	对话	社会社会	社会社会
4	网文	这是神迹	这是神迹
4	百科	帝鉴间席	帝鉴间席
4	传媒	”杨政国说	杨政国说
4	对话	是不是啊	是不是啊
4	网文	”钟磊感慨	钟磊感慨
4	百科	虚构角色	虚构角色
4	传媒	”布祖拉说	布祖拉说
4	对话	谬赞谬赞	谬赞谬赞
4	网文	我们倡议：	我们倡议
4	百科	职业履历	职业履历
4	传媒	”沈建峰说	沈建峰说
4	对话	咋变色了··	咋变色了
4	网文	花色艳丽	花色艳丽
4	百科	播出信息	播出信息
4	传媒	作者提供	作者提供
4	对话	我木有课	我木有课
4	网文	椅脚部分：	椅脚部分
4	百科	* 乙醯肉碱	乙醯肉碱
4	传媒	”田宜平说	田宜平说
4	对话	什么意思	什么意思
4	网文	备用电话：	备用电话
4	百科	* 《雪鹰领主》	雪鹰领主
4	传媒	”孙祥荣说	孙祥荣说
4	对话	“砰”的一下	砰的一下
4	网文	仲薇薇说	仲薇薇说
4	百科	地理环境	地理环境
4	传媒	”李嘉月说	李嘉月说
4	对话	看错字了	看错字了
4	网文	本曰富春	本曰富春
4	百科	战斗经过	战斗经过
4	传媒	”阳平坚说	阳平坚说
4	对话	买新的了	买新的了
4	网文	注册费用：	注册费用
4	百科	管理团队	管理团队
4	传媒	（记者 李淅）	记者李淅
4	对话	宿舍门口	宿舍门口
4	网文	兼能花卉	兼能花卉
4	百科	开闭幕片	开闭幕片
4	传媒	”纪建平说	纪建平说
4	对话	学生手册	学生手册
4	网文	核果球形	核果球形
4	百科	早期生活	早期生活
4	传媒	”孙启翔说	孙启翔说
4	对话	就是就是	就是就是
4	网文	征求意见	征求意见
4	百科	* 津江神社	津江神社
4	传媒	”杨益民说	杨益民说
4	对话	你安排吧	你安排吧
4	网文	原文出处:	原文出处
4	百科	使用情况	使用情况
4	传媒	”杨西君说	杨西君说
4	对话	恩你回不	恩你回不
4	网文	（文/肖武琴）	文肖武琴
4	百科	财富策划	财富策划
4	传媒	”何永会说	何永会说
4	对话	那你悠着	那你悠着
4	网文	与他郡异	与他郡异
4	百科	登场角色	登场角色
4	传媒	”朱旭晶说	朱旭晶说
4	对话	看到了吗	看到了吗
4	网文	”刘跃国说	刘跃国说
4	百科	球队名称	球队名称
4	传媒	”叶俊辰说	叶俊辰说
4	对话	看第二块	看第二块
4	网文	(关于自己	关于自己
4	百科	* 猫蛊（猫鬼）	猫蛊猫鬼
4	传媒	“冬至快乐	冬至快乐
4	对话	秒变文艺	秒变文艺
4	网文	通知如下：	通知如下
4	百科	游戏赛制	游戏赛制
4	传媒	”倪志远说	倪志远说
4	对话	怎么可能	怎么可能
4	网文	”——《寿司之神》	寿司之神
4	百科	其他荣誉	其他荣誉
4	传媒	”洪竞科说	洪竞科说
4	对话	继续加油	继续加油
4	网文	”（高骈《闺怨》）	高骈闺怨
4	百科	* 妖魔（剧本）	妖魔剧本
4	传媒	新馆亮相	新馆亮相
4	对话	穿棉衣了	穿棉衣了
4	网文	---美在高度	美在高度
4	百科	特殊教育	特殊教育
4	传媒	”黎明介绍	黎明介绍
4	对话	当然肯啦	当然肯啦
4	网文	“我了解了	我了解了
4	百科	相关例子	相关例子
4	传媒	”王振介绍	王振介绍
4	对话	娃，好美啊	娃好美啊
4	网文	一是“小道”	一是小道
4	百科	* 军事研究	军事研究
4	传媒	持续扩容	持续扩容
4	对话	来郑州了	来郑州了
4	网文	”黄群慧说	黄群慧说
4	百科	「天鹰座号」	天鹰座号
4	传媒	”甘雨楠说	甘雨楠说
4	对话	家在哪儿	家在哪儿
4	网文	社会网络	社会网络
4	百科	《库博一家》	库博一家
4	传媒	缺乏运动	缺乏运动
4	对话	教我打球	教我打球
4	网文	行为训练	行为训练
4	百科	文化资产	文化资产
4	传媒	”刘月强说	刘月强说
4	对话	没球赛啊~	没球赛啊
4	网文	”高庆安说	高庆安说
4	百科	继母陈氏	继母陈氏
4	传媒	”李江波说	李江波说
4	对话	眉眼弯弯	眉眼弯弯
4	网文	周遭：周围	周遭周围
4	百科	机车交路	机车交路
4	传媒	充分搅拌	充分搅拌
4	对话	周末愉快～～	周末愉快
4	网文	二为海绵	二为海绵
4	百科	* 外孙：崔珷	外孙崔珷
4	传媒	”张君彦说	张君彦说
4	对话	不要狡辩	不要狡辩
4	网文	今领县二	今领县二
4	百科	播出情况	播出情况
4	传媒	郑远见 摄	郑远见摄
4	对话	有我，别怕	有我别怕
4	网文	能说话吗	能说话吗
4	百科	* 甲南国小	甲南国小
4	传媒	“十二连增”	十二连增
4	对话	什么都要	什么都要
4	网文	”王梓阳说	王梓阳说
4	百科	* 《东方儿童》	东方儿童
4	传媒	喇小飞 摄	喇小飞摄
4	对话	小冰是谁	小冰是谁
4	网文	辅导策略：	辅导策略
4	百科	* 孙吴皇帝：	孙吴皇帝
4	传媒	一树繁花	一树繁花
4	对话	淡淡也是	淡淡也是
4	网文	”许先生说	许先生说
4	百科	收录歌曲	收录歌曲
4	传媒	“再来一首	再来一首
4	对话	你减肥啊	你减肥啊
4	网文	成为平板	成为平板
4	百科	* 太空核能	太空核能
4	传媒	榜样带动	榜样带动
4	对话	还要冒雨	还要冒雨
4	网文	较耐寒冷	较耐寒冷
4	百科	校史沿革	校史沿革
4	传媒	”林海介绍	林海介绍
4	对话	不敢不敢	不敢不敢
4	网文	答案：满意	答案满意
4	百科	党组书记	党组书记
4	传媒	（记者 董盈）	记者董盈
4	对话	很多了呀	很多了呀
4	网文	就业导向：	就业导向
4	百科	江渡辰夫	江渡辰夫
4	传媒	”张晓彦说	张晓彦说
4	对话	快调好了	快调好了
4	网文	内服宜慎	内服宜慎
4	百科	* 扬·杰式卡	扬杰式卡
4	传媒	(制作 刘鹏）	制作刘鹏
4	对话	赢了赢了	赢了赢了
4	网文	所以他说：	所以他说
4	百科	出生背景	出生背景
4	传媒	谈言微中	谈言微中
4	对话	为啥要换	为啥要换
4	网文	强军护海	强军护海
4	百科	轻微症状	轻微症状
4	传媒	（杨猛 左超）	杨猛左超
4	对话	身外之物	身外之物
4	网文	详见下表：	详见下表
4	百科	最高干部	最高干部
4	传媒	”特朗普说	特朗普说
4	对话	黑色这套	黑色这套
4	网文	乳妇奶少	乳妇奶少
4	百科	* 演唱：游助	演唱游助
4	传媒	特此函告	特此函告
4	对话	坐上车了	坐上车了
4	网文	周有徐、奄”	周有徐奄
4	百科	中文（译文）：	中文译文
4	传媒	笙声如潮	笙声如潮
4	对话	付费维修	付费维修
4	网文	’对曰:‘未也’	对曰未也
4	百科	* 苏克萨哈（	苏克萨哈
4	传媒	”（记者 马芳）	记者马芳
4	对话	就很丑啊，	就很丑啊
4	网文	是什么呢	是什么呢
4	百科	销售数据	销售数据
4	传媒	我‘上榜’喽	我上榜喽
4	对话	那更人多	那更人多
4	网文	”李宗胜说	李宗胜说
4	百科	友情客串	友情客串
4	传媒	”他笑着说	他笑着说
4	对话	猴年大吉	猴年大吉
4	网文	〉今领县四	今领县四
4	百科	得奖名单	得奖名单
4	传媒	”宋永华说	宋永华说
4	对话	狗狗好帅	狗狗好帅
4	网文	此即所求	此即所求
4	百科	* 广中雄大	广中雄大
4	传媒	“又见面了	又见面了
4	对话	来吃海鲜	来吃海鲜
4	网文	全文如下：	全文如下
4	百科	* 阅江中路	阅江中路
4	传媒	”贺小荣说	贺小荣说
4	对话	所以忙死	所以忙死
4	网文	君子，敬称	君子敬称
4	百科	生母刘氏	生母刘氏
4	传媒	”李东翰说	李东翰说
4	对话	对，偶有病	对偶有病
4	网文	中医认为	中医认为
4	百科	投资理念	投资理念
4	传媒	”杨彩霞说	杨彩霞说
4	对话	爆笑校园	爆笑校园
4	网文	大可不必	大可不必
4	百科	阿尔内 (名)	阿尔内名
4	传媒	课堂领航	课堂领航
4	对话	妹子加油	妹子加油
4	网文	干燥稍快	干燥稍快
4	百科	曲目资料	曲目资料
4	传媒	“纳吉纳鲁	纳吉纳鲁
4	对话	我很兴奋	我很兴奋
4	网文	哈利路亚	哈利路亚
4	百科	内外相应	内外相应
4	传媒	”韩菜华说	韩菜华说
4	对话	外面很冷	外面很冷
4	网文	决不是的	决不是的
4	百科	* 勒沃库森	勒沃库森
4	传媒	分类信息	分类信息
4	对话	我都在家	我都在家
4	网文	”王树森说	王树森说
4	百科	普及程度	普及程度
4	传媒	”孙素华说	孙素华说
4	对话	办个卡吧	办个卡吧
4	网文	丙醛氧化	丙醛氧化
4	百科	钻石行星	钻石行星
4	传媒	邹常凯摄	邹常凯摄
4	对话	类似这个	类似这个
4	网文	细菌因素：	细菌因素
4	百科	大学生们	大学生们
4	传媒	”卫特介绍	卫特介绍
4	对话	日常狗粮	日常狗粮
4	网文	”就走掉了	就走掉了
4	百科	校外教育	校外教育
4	传媒	”郑德川说	郑德川说
4	对话	卑鄙小人	卑鄙小人
4	网文	” 阙振峰说	阙振峰说
4	百科	来到中国	来到中国
4	传媒	委员声音	委员声音
4	对话	我不开心	我不开心
4	网文	集体主义	集体主义
4	百科	威根竞技	威根竞技
4	传媒	”程伟业说	程伟业说
4	对话	哈哈，是滴	哈哈是滴
4	网文	生活难吗	生活难吗
4	百科	写真杂志	写真杂志
4	传媒	）如何回复	如何回复
4	对话	贵人善忘	贵人善忘
4	网文	著名专业：	著名专业
4	百科	著名景点	著名景点
4	传媒	”勒歇尔说	勒歇尔说
4	对话	看你个头	看你个头
4	网文	产品介绍	产品介绍
4	百科	起用良相	起用良相
4	传媒	”巢先生说	巢先生说
4	对话	你爱我么	你爱我么
4	网文	记好了吗	记好了吗
4	百科	竞赛单元	竞赛单元
4	传媒	”易文亮说	易文亮说
4	对话	娘娘，我要	娘娘我要
4	网文	如何购买	如何购买
4	百科	* 水户黄门	水户黄门
4	传媒	问政热点	问政热点
4	对话	那你在家	那你在家
4	网文	”单保恩说	单保恩说
4	百科	* 上古泽站(かみこさわ)	上古泽站
4	传媒	最新公示	最新公示
4	对话	谢谢支持	谢谢支持
4	网文	组织能力	组织能力
4	百科	* 西弥利斯	西弥利斯
4	传媒	”张庆华说	张庆华说
4	对话	来吧，互骂	来吧互骂
4	网文	全面战争	全面战争
4	百科	* 二条社区	二条社区
4	传媒	主编：贾泓	主编贾泓
5	百科	明朝协律郎	明朝协律郎
5	传媒	香菇鸡肉馅	香菇鸡肉馅
5	对话	改天去试试	改天去试试
5	网文	③寻求安慰型	寻求安慰型
5	百科	香港及澳门	香港及澳门
5	传媒	文字：辛元戎	文字辛元戎
5	对话	周末好好玩～	周末好好玩
5	网文	(参考消息网)	参考消息网
5	百科	摩洛哥鳄属	摩洛哥鳄属
5	传媒	（记者杨明静）	记者杨明静
5	对话	包邮的走过	包邮的走过
5	网文	保存与溶解：	保存与溶解
5	百科	超梦的逆袭	超梦的逆袭
5	传媒	最高法详解	最高法详解
5	对话	应该喜欢吧	应该喜欢吧
5	网文	再次，爱护人	再次爱护人
5	百科	历史与文化	历史与文化
5	传媒	（乔静易）    广告	乔静易广告
5	对话	我们爱你哈	我们爱你哈
5	网文	鞘口䍁毛发达	鞘口毛发达
5	百科	中子号火箭	中子号火箭
5	传媒	责编：韩丽萍	责编韩丽萍
5	对话	对啊，不干了	对啊不干了
5	网文	”许海东表示	许海东表示
5	百科	多平台发售	多平台发售
5	传媒	（记者 高敏娜）	记者高敏娜
5	对话	让你吃杨梅	让你吃杨梅
5	网文	官和州学正	官和州学正
5	百科	* 南濒爪哇海	南濒爪哇海
5	传媒	（记者 李国萍）	记者李国萍
5	对话	我们私聊吧……	我们私聊吧
5	网文	万事开头难	万事开头难
5	百科	* 血栓素增多	血栓素增多
5	传媒	（杨文俊 王强）	杨文俊王强
5	对话	谢谢奔奔啦	谢谢奔奔啦
5	网文	〉江左治广陵	江左治广陵
5	百科	撤军和登船	撤军和登船
5	传媒	为安阳点赞	为安阳点赞
5	对话	这是啥原理	这是啥原理
5	网文	志，即墓志铭	志即墓志铭
5	百科	奶油拌菠菜	奶油拌菠菜
5	传媒	（段一凡 金刚）	段一凡金刚
5	对话	你倒是赞啊	你倒是赞啊
5	网文	法西斯主义	法西斯主义
5	百科	分为三个区	分为三个区
5	传媒	（记者 郑学良）	记者郑学良
5	对话	捡起来作证	捡起来作证
5	网文	二、坚定信念	二坚定信念
5	百科	唱片销量榜	唱片销量榜
5	传媒	民以食为天	民以食为天
5	对话	我在这等你	我在这等你
5	网文	第二个字——“准”	第二个字准
5	百科	放映与回响	放映与回响
5	传媒	（记者 马智博）	记者马智博
5	对话	因为想减肥	因为想减肥
5	网文	’鲤退而学《诗》	鲤退而学诗
5	百科	* 郤豹，字叔虎	郤豹字叔虎
5	传媒	未来，吾虑也	未来吾虑也
5	对话	你值得拥有	你值得拥有
5	网文	”哲学是什么	哲学是什么
5	百科	维修与制造	维修与制造
5	传媒	”王刚介绍说	王刚介绍说
5	对话	大佬怎么了	大佬怎么了
5	网文	又结果如何	又结果如何
5	百科	* 《云林寺续志》	云林寺续志
5	传媒	（记者 郭铭华）	记者郭铭华
5	对话	好羡慕你啊	好羡慕你啊
5	网文	郯令，汉旧名	郯令汉旧名
5	百科	曾祖蒋友才	曾祖蒋友才
5	传媒	（九）科技赋能	九科技赋能
5	对话	应该这么说	应该这么说
5	网文	寄治下平陆	寄治下平陆
5	百科	* 电子信息处	电子信息处
5	传媒	（记者 魏依晨）	记者魏依晨
5	对话	哈哈哈好的	哈哈哈好的
5	网文	去州陆二百	去州陆二百
5	百科	河川与湖泊	河川与湖泊
5	传媒	（记者 杨宁舒）	记者杨宁舒
5	对话	我常吃这款	我常吃这款
5	网文	葡萄的来历：	葡萄的来历
5	百科	* 新东阳肉酱	新东阳肉酱
5	传媒	辣椒的远航	辣椒的远航
5	对话	你妆哭花了	你妆哭花了
5	网文	我无暇考索	我无暇考索
5	百科	国家领导人	国家领导人
5	传媒	（要佳 梁贵斌）	要佳梁贵斌
5	对话	真假又怎样	真假又怎样
5	网文	善良是什么	善良是什么
5	百科	店长的儿子	店长的儿子
5	传媒	浙江怎么做	浙江怎么做
5	对话	你的心好冷	你的心好冷
5	网文	热量怎么样	热量怎么样
5	百科	切尔滕纳姆	切尔滕纳姆
5	传媒	（张婷、胡俊秀）	张婷胡俊秀
5	对话	记得去找我	记得去找我
5	网文	教学的意境	教学的意境
5	百科	* 骨质疏松症	骨质疏松症
5	传媒	”　　（刘思光 王斌）	刘思光王斌
5	对话	我也是正太	我也是正太
5	网文	”“责”，债的古字	责债的古字
5	百科	休克的防治	休克的防治
5	传媒	”研究人员说	研究人员说
5	对话	我想找实习	我想找实习
5	网文	判官，官职名	判官官职名
5	百科	* 魏华生先生	魏华生先生
5	传媒	三候水泉动	三候水泉动
5	对话	要有节制了	要有节制了
5	网文	”市民高群说	市民高群说
5	百科	李乃芝（庠生）	李乃芝庠生
5	传媒	拍摄：辛元戎	拍摄辛元戎
5	对话	所以求加强	所以求加强
5	网文	请问为人夫	请问为人夫
5	百科	制作：「跳跃吧	制作跳跃吧
5	传媒	以杭州为例	以杭州为例
5	对话	还好，一般般	还好一般般
5	网文	曰：‘心正而已	曰心正而已
5	百科	* 文化和旅游	文化和旅游
5	传媒	编辑：祁进梅	编辑祁进梅
5	对话	是那种感觉	是那种感觉
5	网文	”欧阳翔英说	欧阳翔英说
5	百科	短暂的一生	短暂的一生
5	传媒	玉玦是什么	玉玦是什么
5	对话	好呀不要钱	好呀不要钱
5	网文	以汽车为例	以汽车为例
5	百科	法兰克·盖瑞	法兰克盖瑞
5	传媒	王芳 孙金莹	王芳孙金莹
5	对话	你现在好看	你现在好看
5	网文	值得牺牲吗	值得牺牲吗
5	百科	* 扩充血容量	扩充血容量
5	传媒	(记者 禹瑞斋)	记者禹瑞斋
5	对话	不是显小么	不是显小么
5	网文	“讲求排场嘛	讲求排场嘛
5	百科	合格提名人	合格提名人
5	传媒	（记者 焦小飞）	记者焦小飞
5	对话	想摸一摸了	想摸一摸了
5	网文	回火的优点:	回火的优点
5	百科	节目主持人	节目主持人
5	传媒	（记者 王婧雅）	记者王婧雅
5	对话	必须是羌枣	必须是羌枣
5	网文	三、案例研究	三案例研究
5	百科	任城王刘佗（	任城王刘佗
5	传媒	（五）资质要求	五资质要求
5	对话	你们团聚了	你们团聚了
5	网文	一是抓生产	一是抓生产
5	百科	* 𫇭冯，艾猎从子	冯艾猎从子
5	传媒	”李家超表示	李家超表示
5	对话	你也回学校	你也回学校
5	网文	心理健康床	心理健康床
5	百科	* 外国语学院	外国语学院
5	传媒	（记者 李承韩）	记者李承韩
5	对话	辽宁，怎么了	辽宁怎么了
5	网文	民以食为天	民以食为天
5	百科	复杂四边形	复杂四边形
5	传媒	（王  宁  刘志华）	王宁刘志华
5	对话	还好吧这个	还好吧这个
5	网文	【编辑:田博群】	编辑田博群
5	百科	二、主要指标	二主要指标
5	传媒	（郑璐 闫妮莎）	郑璐闫妮莎
5	对话	那就别乱说	那就别乱说
5	网文	只用于治疗	只用于治疗
5	百科	* 秘书长：王昱	秘书长王昱
5	传媒	作者：朱立新	作者朱立新
5	对话	快说啥时候	快说啥时候
5	网文	晋安帝更名	晋安帝更名
5	百科	扭歪四边形	扭歪四边形
5	传媒	（雷阳 赵潞一）	雷阳赵潞一
5	对话	你是我老婆	你是我老婆
5	网文	完全无希望	完全无希望
5	百科	* 波奏︰横山惠	波奏横山惠
5	传媒	（记者 韩丽平）	记者韩丽平
5	对话	爱爱爱不完	爱爱爱不完
5	网文	格、爱好、才华	格爱好才华
5	百科	喷画：张信友	喷画张信友
5	传媒	”   “都来自哪里	都来自哪里
5	对话	你男朋友呢	你男朋友呢
5	网文	请问为人父	请问为人父
5	百科	* 东侧：纱帽街	东侧纱帽街
